d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9
d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d10,d10,d10,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9
d9,d9,d9,d20,d20,d20,d20,d20,d20,d20,d20,d20,d20,d20,d20,d20,d20,d20,d20,d20,d20,d19,d19,d19,d18,d18,d18,d18,d18,d18,d18,d18,d18,d18,d18,d18,d18,d18,d18,d18,d18,d18,d18,d18,d18,d18,d18,d18,d18,d18,d18,d19,d19,d19,d19,d19,d19,d19,d19,d19,d20,d20,d20,d20,d20,d20,d20,d20,d20,d20,d20,d20,d20,d20,d20,d20,d20,d20,d20
d9,d9,d9,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11,d11
d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9
d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9
d9,d9,d9,d17,d17,d17,d17,d17,d17,d17,d17,d17,d17,d17,d17,d17,d17,d17,d17,d17,d17,d17,d17,d17,d17,d17,d17,d17,d17,d17,d17,d17,d17,d17,d17,d17,d17,d17,d17,d17,d17,d17,d17,d17,d17,d17,d17,d17,d17,d17,d17,d17,d17,d17,d17,d17,d17,d17,d17,d17,d17,d17,d17,d17,d17,d17,d17,d17,d17,d17,d17,d17,d17,d17,d17,d17,d17,d17,d17
d9,d9,d9,d6,d6,d6,d6,d6,d6,d6,d6,d6,d6,d6,d6,d6,d6,d6,d6,d6,d6,d6,d6,d6,d6,d6,d6,d6,d6,d6,d6,d6,d6,d6,d6,d6,d6,d6,d6,d6,d6,d6,d6,d6,d6,d6,d6,d6,d6,d6,d6,d6,d6,d6,d6,d6,d6,d6,d6,d6,d6,d6,d6,d6,d6,d6,d6,d6,d6,d6,d6,d6,d6,d6,d6,d6,d6,d6,d6
d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9
d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9,d9
