-0.22371,-0.21611,-0.20778,-0.19861,-0.19314,-0.18054,-0.17471,-0.16338,-0.15559,-0.14832,-0.13974,-0.1319,-0.12712,-0.12298,-0.11372,-0.10607,-0.10367,-0.10305,-0.10581,-0.10653,-0.10849,-0.11572,-0.11649,-0.12122,-0.12785,-0.1407,-0.14877,-0.16711,-0.16739
0.98434,0.9837,0.98331,0.98279,0.98216,0.98123,0.98014,0.97832,0.97692,0.97509,0.97435,0.97032,0.97141,0.96974,0.96896,0.9686,0.96685,0.96568,0.96538,0.96529,0.96551,0.96619,0.96663,0.96794,0.96943,0.97205,0.97285,0.97707,0.97682
0.97506,0.97519,0.97469,0.97329,0.97273,0.97055,0.96646,0.96586,0.96303,0.9601,0.95778,0.95295,0.95209,0.95178,0.95127,0.94994,0.94743,0.94566,0.94533,0.94537,0.94545,0.94556,0.94688,0.94866,0.94877,0.95195,0.95617,0.9605,0.96091
0.99485,0.99443,0.99345,0.99097,0.99044,0.98887,0.98903,0.98765,0.98745,0.98713,0.98695,0.98662,0.98651,0.98611,0.98611,0.98644,0.98803,0.98969,0.98919,0.98964,0.99034,0.99065,0.99168,0.99273,0.99393,0.99555,0.99651,0.99658,0.99695
0.35524,0.35641,0.35609,0.35394,0.35398,0.35349,0.35314,0.35073,0.34922,0.34713,0.34572,0.34492,0.34076,0.34107,0.34014,0.33923,0.34137,0.3432,0.345,0.3447,0.34458,0.3445,0.34392,0.34367,0.34317,0.34306,0.34315,0.34355,0.34398
0.83955,0.84123,0.84343,0.84658,0.85132,0.85105,0.85298,0.85476,0.85625,0.85657,0.85676,0.85782,0.86067,0.86002,0.86035,0.86042,0.86396,0.86677,0.86968,0.87026,0.87167,0.87536,0.87516,0.87597,0.87735,0.878,0.87879,0.87929,0.87947
0.96957,0.96981,0.96952,0.96928,0.96906,0.96884,0.96925,0.96938,0.96942,0.96953,0.96962,0.97038,0.97053,0.97089,0.97128,0.97169,0.97155,0.97124,0.97172,0.97167,0.97172,0.97172,0.97172,0.9717,0.97169,0.97167,0.97169,0.97174,0.9719
0.98657,0.98562,0.98505,0.98543,0.98479,0.98369,0.98664,0.98955,0.9897,0.98768,0.98558,0.98499,0.98367,0.98348,0.98212,0.98234,0.98085,0.97988,0.98072,0.98338,0.98607,0.98663,0.98594,0.98594,0.98593,0.98684,0.98778,0.98782,0.98772
-0.59954,-0.56561,-0.55438,-0.55772,-0.55509,-0.55455,-0.55646,-0.55476,-0.54938,-0.54231,-0.53999,-0.53251,-0.52758,-0.51884,-0.49295,-0.48288,-0.53986,-0.56069,-0.56848,-0.58281,-0.59392,-0.5927,-0.59882,-0.59814,-0.60015,-0.60178,-0.60323,-0.60531,-0.60621
0.90381,0.902,0.8976,0.88988,0.88006,0.86857,0.8675,0.86227,0.85864,0.8557,0.85192,0.8533,0.85313,0.85311,0.8529,0.85264,0.83905,0.89484,0.90717,0.9279,0.93451,0.93763,0.93963,0.93918,0.93974,0.9399,0.9386,0.93723,0.93539
0.84765,0.836,0.83689,0.8323,0.83141,0.8336,0.82845,0.82961,0.82932,0.83365,0.83918,0.84379,0.84866,0.84877,0.84848,0.85187,0.88985,0.87841,0.86817,0.87427,0.88462,0.89703,0.92125,0.93979,0.95724,0.9691,0.9781,0.97847,0.97897
0.99156,0.90125,0.89155,0.94155,0.95174,0.96345,0.97204,0.87235,0.87541,0.91851,0.92972,0.96098,0.97063,0.914,-1,-0.84187,-0.62188,0.8256,0.82342,0.9092,0.93324,0.95551,0.97034,0.9783,0.98216,0.98503,0.9893,0.98939,0.99033
0.29485,0.29483,0.29504,0.29608,0.29664,0.29708,0.29886,0.29791,0.30078,0.30203,0.30291,0.30298,0.3034,0.30469,0.30615,0.30701,0.30633,0.30608,0.30582,0.30355,0.30411,0.30223,0.30113,0.3011,0.30117,0.30124,0.3013,0.30113,0.30077
0.90618,0.90769,0.90825,0.90797,0.90791,0.90791,0.90717,0.90704,0.90701,0.9064,0.90651,0.90606,0.90595,0.90623,0.90695,0.90853,0.91237,0.91596,0.91648,0.9155,0.91653,0.91637,0.91499,0.91531,0.91575,0.91327,0.91397,0.91297,0.9127
0.99981,0.99994,0.9999,0.99993,0.99997,1,0.99998,1,0.99999,0.99999,0.99999,0.99998,0.99998,0.99998,0.99997,0.99995,0.99995,0.99995,0.99997,0.99997,0.99997,0.99995,0.99995,0.99995,0.99995,0.99995,0.99995,0.99995,0.99995
0.78109,0.78116,0.78094,0.78072,0.78054,0.7804,0.7801,0.77975,0.77973,0.77974,0.77975,0.7797,0.77973,0.77978,0.77987,0.78003,0.78007,0.78025,0.7803,0.78055,0.78044,0.78051,0.78051,0.78039,0.78038,0.78029,0.78003,0.77961,0.77968
-0.61787,-0.61689,-0.61633,-0.61701,-0.61606,-0.6157,-0.61566,-0.61558,-0.61568,-0.61594,-0.61626,-0.61646,-0.61651,-0.61657,-0.61668,-0.61684,-0.6068,-0.59388,-0.59648,-0.59933,-0.59697,-0.59735,-0.59776,-0.59792,-0.599,-0.60068,-0.60085,-0.60148,-0.60214
0.91308,0.91421,0.91499,0.91496,0.9148,0.91456,0.91283,0.91365,0.91266,0.91248,0.91261,0.91281,0.91249,0.91223,0.9118,0.91105,0.91295,0.91384,0.91459,0.9141,0.9143,0.91444,0.91464,0.91496,0.91502,0.91509,0.91529,0.91555,0.91572
0.99921,0.99939,0.9995,0.99969,0.99966,0.99981,0.99973,0.99981,0.9998,0.99986,0.99987,0.9999,0.9999,0.99991,0.9999,0.99992,0.99992,0.99991,0.99991,0.9999,0.9999,0.99988,0.99988,0.99988,0.99987,0.99983,0.99977,0.99978,0.99974
0.78253,0.77872,0.77758,0.7759,0.77429,0.77181,0.77219,0.77099,0.76915,0.76748,0.76407,0.76355,0.76166,0.76086,0.76044,0.76027,0.76048,0.7604,0.76043,0.76059,0.76064,0.76085,0.76115,0.76144,0.76179,0.76185,0.76217,0.76342,0.7633
