-0.5168,-0.55033,-0.57284,-0.58845,-0.59752,-0.60389,-0.61166,-0.62121,-0.62,-0.61843,-0.61725,-0.61288,-0.61085,-0.61077,-0.61109,-0.61141,-0.61354,-0.61289,-0.60965,-0.60166
0.94005,0.94101,0.94257,0.94486,0.94855,0.95461,0.95689,0.95831,0.95768,0.95908,0.96161,0.96153,0.96402,0.966,0.96951,0.97486,0.97664,0.98009,0.98325,0.98728
0.90806,0.90904,0.9113,0.91457,0.91875,0.92779,0.93051,0.93537,0.93819,0.94001,0.94161,0.94373,0.94507,0.94678,0.95057,0.955,0.96038,0.96602,0.97105,0.97539
0.94878,0.94459,0.94363,0.94325,0.94152,0.94029,0.93897,0.93687,0.93646,0.93706,0.93725,0.94138,0.94416,0.95036,0.95674,0.96672,0.97151,0.97176,0.97403,0.97574
0.28564,0.28874,0.29503,0.30064,0.30113,0.30689,0.3177,0.32634,0.32623,0.31939,0.32068,0.31618,0.30789,0.2962,0.28248,0.26628,0.26351,0.25834,0.25471,0.25301
0.85093,0.84231,0.81231,0.80724,0.78966,0.76564,0.7684,0.77883,0.8474,0.87056,0.8641,0.90268,0.90834,0.91702,0.92406,0.92976,0.93393,0.93608,0.93709,0.9366
0.93114,0.91007,0.90192,0.89684,0.89154,0.88733,0.89359,0.90395,0.91661,0.92597,0.93927,0.96252,0.97966,0.98925,0.99347,0.99415,0.99455,0.99489,0.99432,0.99394
0.99196,0.99439,0.99386,0.9929,0.99163,0.99104,0.98627,0.97759,0.98293,0.98747,0.98639,0.99062,0.99212,0.99539,0.99784,0.99723,0.99642,0.9973,0.99809,0.99816
-0.99088,-0.989,-0.99144,-0.99094,-0.98901,-0.98871,-0.98993,-0.99116,-0.99513,-0.99918,-0.99976,-1,-0.99884,-0.99745,-0.99451,-0.99247,-0.98552,-0.9789,-0.97118,-0.96269
0.87202,0.86884,0.86658,0.86392,0.86158,0.85822,0.85326,0.84755,0.8424,0.83959,0.83943,0.83893,0.83996,0.842,0.84319,0.84446,0.8485,0.85197,0.85937,0.86707
0.98079,0.9811,0.98075,0.97994,0.98033,0.97983,0.97901,0.97872,0.97802,0.97774,0.97756,0.97748,0.97701,0.9769,0.97666,0.97657,0.97637,0.9762,0.97602,0.97599
1,0.99966,0.99907,0.99886,0.99862,0.9982,0.99816,0.99755,0.99707,0.99719,0.99716,0.99709,0.99734,0.99769,0.9975,0.99717,0.99588,0.99467,0.99131,0.98505
0.15744,0.15994,0.1585,0.15778,0.15747,0.15746,0.15701,0.15696,0.15613,0.15509,0.15535,0.15531,0.15554,0.15551,0.15558,0.15601,0.15882,0.15815,0.15794,0.15819
0.93227,0.93362,0.93262,0.9321,0.93159,0.92936,0.93078,0.92948,0.92886,0.92956,0.93005,0.93164,0.93149,0.93141,0.93131,0.93098,0.93103,0.93089,0.93105,0.93148
0.99889,0.99908,0.99908,0.99913,0.99916,0.99918,0.99927,0.99927,0.99927,0.99926,0.99924,0.99926,0.99931,0.9993,0.99932,0.99935,0.99938,0.99938,0.99932,0.99928
0.82526,0.82387,0.82265,0.82082,0.81918,0.81953,0.81881,0.81838,0.81792,0.81745,0.81696,0.81557,0.81575,0.81537,0.81522,0.815,0.81368,0.81343,0.81233,0.8125
-0.86138,-0.86166,-0.86143,-0.86046,-0.85916,-0.86649,-0.86963,-0.87479,-0.87309,-0.8715,-0.87041,-0.87313,-0.87459,-0.87536,-0.87578,-0.87582,-0.87557,-0.87537,-0.87511,-0.87465
0.92783,0.92641,0.92633,0.92613,0.92622,0.92636,0.92675,0.92733,0.92813,0.92768,0.92798,0.92709,0.92743,0.92682,0.92698,0.92757,0.92848,0.92882,0.93094,0.93233
0.99558,0.99528,0.99521,0.99524,0.99526,0.99527,0.99527,0.99528,0.9953,0.99532,0.99538,0.99547,0.99567,0.99631,0.99631,0.99701,0.99697,0.99719,0.99739,0.99759
0.96657,0.95793,0.94166,0.91792,0.89119,0.87113,0.85515,0.84502,0.83336,0.8339,0.82922,0.82628,0.82382,0.82232,0.82176,0.82149,0.81811,0.8178,0.81734,0.81614
