-0.13491,-0.10946,-0.081291,-0.035562,-0.030954,-0.0031877,0.024127,0.05187,0.078645,0.10327,0.1279,0.1502,0.16667,0.17648,0.18262,0.17913,0.17424,0.17324,0.16976,0.15803,0.14051,0.12994,0.12937,0.1225,0.11695,0.10625,0.0958,0.08716,0.080278,0.06372,0.017662,0.012109,-0.036934,-0.057918,-0.063353,-0.10512,-0.11167,-0.13303
0.99818,0.99785,0.99762,0.99682,0.99668,0.99655,0.99619,0.99584,0.99536,0.99474,0.99356,0.99282,0.99272,0.99242,0.99251,0.9923,0.99174,0.99188,0.99204,0.99267,0.99387,0.99412,0.99473,0.99533,0.99615,0.99653,0.99717,0.99761,0.9979,0.99807,0.99825,0.9984,0.99858,0.99882,0.99905,0.99949,0.9997,0.9997
0.99803,0.99792,0.99765,0.99682,0.99677,0.996,0.99518,0.99413,0.99343,0.99201,0.99195,0.99094,0.99112,0.99094,0.99103,0.99065,0.99022,0.98952,0.98958,0.99037,0.99126,0.9924,0.99248,0.99353,0.99415,0.9948,0.99531,0.99602,0.99608,0.99646,0.99705,0.99751,0.9983,0.99825,0.99864,0.99908,0.9994,0.99959
0.99259,0.99111,0.98939,0.98726,0.98499,0.98315,0.98164,0.98074,0.98034,0.97996,0.97926,0.97929,0.97863,0.9785,0.97853,0.98011,0.98264,0.98531,0.98854,0.98844,0.98875,0.98821,0.98754,0.98719,0.98707,0.98664,0.9868,0.9867,0.987,0.98811,0.99021,0.99346,0.99409,0.99625,0.99712,0.99729,0.99802,0.99876
0.37763,0.37385,0.37116,0.37025,0.36978,0.3697,0.36963,0.36814,0.3666,0.36694,0.36532,0.36321,0.36081,0.35815,0.35573,0.35953,0.36723,0.36513,0.35695,0.35023,0.34282,0.34454,0.34648,0.34711,0.35057,0.35172,0.354,0.35663,0.35861,0.36127,0.36301,0.3648,0.36558,0.36633,0.36732,0.36823,0.36915,0.37123
0.91524,0.91531,0.91475,0.9127,0.90868,0.90841,0.90855,0.9088,0.90874,0.90751,0.90699,0.90694,0.90738,0.90809,0.9102,0.90917,0.90648,0.91022,0.91416,0.91772,0.92008,0.91523,0.90827,0.90185,0.89418,0.90176,0.90494,0.90525,0.9051,0.90164,0.89784,0.89612,0.89508,0.90142,0.9033,0.89997,0.90002,0.90678
0.9874,0.98722,0.98685,0.98609,0.98517,0.98467,0.98471,0.98491,0.98473,0.98517,0.9849,0.98531,0.98531,0.9855,0.98545,0.98515,0.98502,0.98502,0.98484,0.98468,0.98461,0.98433,0.98389,0.98394,0.98371,0.98397,0.98407,0.98397,0.98394,0.98372,0.98288,0.98173,0.98199,0.98256,0.98303,0.98294,0.98292,0.98326
0.99789,0.99795,0.99801,0.99706,0.996,0.99578,0.99502,0.9949,0.99498,0.99535,0.99602,0.99665,0.99699,0.99739,0.99747,0.99725,0.99744,0.99777,0.99811,0.99868,0.99878,0.99876,0.99875,0.99887,0.9987,0.99892,0.99886,0.99881,0.99881,0.99887,0.99902,0.99916,0.99932,0.99964,0.99967,0.99938,0.99941,0.99894
-0.52252,-0.50967,-0.49727,-0.49923,-0.4971,-0.49327,-0.48893,-0.4851,-0.48308,-0.47628,-0.47563,-0.46624,-0.4547,-0.44417,-0.43183,-0.45273,-0.49316,-0.51237,-0.52278,-0.53558,-0.55934,-0.56834,-0.58397,-0.5857,-0.588,-0.58797,-0.58782,-0.58795,-0.58766,-0.587,-0.58559,-0.58678,-0.58863,-0.59104,-0.59109,-0.59127,-0.59234,-0.59276
0.9,0.89156,0.88256,0.8733,0.86585,0.85886,0.85269,0.84975,0.84876,0.85135,0.85513,0.85872,0.86279,0.86919,0.87372,0.87887,0.87317,0.86215,0.85904,0.85023,0.84225,0.84704,0.85093,0.90301,0.91721,0.93625,0.94556,0.95036,0.95182,0.95271,0.9531,0.95166,0.94867,0.94531,0.94302,0.9415,0.93513,0.93538
0.83636,0.82516,0.81513,0.81888,0.82517,0.82169,0.81354,0.80358,0.79743,0.80273,0.81057,0.80803,0.79672,0.77715,0.75981,0.75857,0.77512,0.79172,0.79532,0.80335,0.80789,0.81411,0.85996,0.86412,0.86321,0.88476,0.9064,0.92475,0.94232,0.95927,0.9699,0.97414,0.97756,0.97771,0.97867,0.98048,0.98243,0.98206
-0.7083,-0.47046,0.80658,0.80439,0.91718,0.87862,-0.88246,0.75018,0.84827,0.92321,0.95097,0.96619,0.97493,0.97867,0.98096,0.9858,0.99032,0.9916,0.99168,-0.95318,-1,-0.70646,-0.54249,0.7799,0.77013,0.89262,0.91684,0.94751,0.96397,0.97583,0.98353,0.98887,0.99159,0.99268,0.99344,0.99402,0.99458,0.99504
0.31056,0.32148,0.31969,0.3217,0.32857,0.33046,0.33487,0.33573,0.33618,0.33738,0.33786,0.33937,0.3396,0.33939,0.33971,0.3393,0.33743,0.33438,0.33479,0.33309,0.33079,0.3295,0.32823,0.32751,0.32697,0.327,0.32698,0.32653,0.32487,0.32416,0.32436,0.32207,0.32243,0.32104,0.31961,0.31804,0.31815,0.31635
0.92351,0.9233,0.92294,0.92271,0.92247,0.92239,0.92236,0.9225,0.92254,0.92353,0.92288,0.92304,0.92384,0.92499,0.92471,0.92476,0.92472,0.92478,0.92479,0.92457,0.92419,0.9239,0.92402,0.92425,0.92318,0.92115,0.92,0.91971,0.9181,0.91911,0.91861,0.91916,0.91985,0.92086,0.92061,0.92226,0.9233,0.92489
1,0.99992,0.99984,0.99986,0.99981,0.99975,0.99973,0.99968,0.99965,0.99959,0.99949,0.99946,0.99944,0.99938,0.99936,0.99932,0.99931,0.99928,0.9993,0.9993,0.99931,0.99932,0.99931,0.99932,0.99934,0.99936,0.99938,0.9994,0.99941,0.99944,0.99952,0.99962,0.99972,0.99968,0.99982,0.99985,0.99991,0.99995
0.78062,0.78093,0.78163,0.78168,0.78175,0.78261,0.78385,0.78717,0.78719,0.78863,0.79012,0.79132,0.79288,0.7931,0.79366,0.7943,0.79446,0.79588,0.79609,0.79666,0.79735,0.79825,0.79867,0.79901,0.79993,0.79954,0.79996,0.79986,0.80001,0.79973,0.79898,0.79904,0.79854,0.79704,0.79716,0.79625,0.79511,0.79395
-0.55059,-0.55011,-0.5512,-0.54921,-0.54785,-0.54804,-0.54797,-0.54664,-0.54568,-0.54491,-0.54437,-0.54339,-0.5441,-0.54307,-0.54374,-0.54757,-0.55471,-0.55672,-0.56009,-0.55835,-0.56183,-0.56058,-0.55908,-0.55954,-0.55823,-0.5588,-0.55824,-0.55829,-0.55829,-0.5583,-0.55844,-0.5587,-0.5588,-0.55897,-0.55911,-0.55947,-0.55958,-0.56021
0.93264,0.93115,0.92862,0.92807,0.92712,0.92321,0.92477,0.92047,0.92071,0.91862,0.91677,0.91507,0.91478,0.91425,0.91394,0.91391,0.91421,0.91526,0.91532,0.91671,0.91825,0.91944,0.92047,0.92221,0.92391,0.92503,0.92571,0.92691,0.92712,0.92769,0.9285,0.9291,0.92935,0.9294,0.92941,0.92939,0.92926,0.9291
0.99949,0.99966,0.99973,0.99981,0.99984,0.99985,0.99983,0.99975,0.99974,0.99971,0.99964,0.99953,0.99944,0.99935,0.99925,0.99899,0.99899,0.99893,0.99894,0.99894,0.99896,0.99899,0.999,0.99896,0.99893,0.9989,0.99891,0.99895,0.99907,0.99905,0.99908,0.99908,0.99908,0.99905,0.99899,0.99901,0.99902,0.99904
