-0.50681,-0.49241,-0.4706,-0.44364,-0.42252,-0.40189,-0.38326,-0.3655,-0.34278,-0.34277,-0.331,-0.31335,-0.30527,-0.30752,-0.30211,-0.29574,-0.29127,-0.28876,-0.28568,-0.28435,-0.2837,-0.28578,-0.29593,-0.2977,-0.29964,-0.31101,-0.31303,-0.32573,-0.32863,-0.33939,-0.35611,-0.35766,-0.3739,-0.38114,-0.38878,-0.39374,-0.39859
0.99704,0.9966,0.99643,0.99626,0.99606,0.99573,0.99509,0.99519,0.99392,0.99366,0.99275,0.99304,0.99235,0.99205,0.99097,0.99027,0.98912,0.98823,0.98743,0.98624,0.9854,0.98448,0.9836,0.98353,0.98332,0.98307,0.98285,0.98266,0.98251,0.98256,0.98286,0.98292,0.98303,0.98377,0.98452,0.98593,0.98637
0.99578,0.99551,0.99537,0.99494,0.99438,0.99366,0.9926,0.99173,0.99042,0.98894,0.98635,0.98557,0.98504,0.98459,0.98262,0.98107,0.97934,0.97702,0.97679,0.97519,0.97403,0.97339,0.97224,0.97182,0.97086,0.9702,0.97038,0.96996,0.97007,0.97029,0.97038,0.97057,0.97182,0.97268,0.97479,0.97645,0.97859
0.99331,0.99183,0.98998,0.98631,0.98413,0.98412,0.98205,0.98201,0.98008,0.97891,0.97811,0.97779,0.97781,0.97637,0.976,0.97494,0.97407,0.97311,0.97268,0.97185,0.97167,0.9713,0.97192,0.97236,0.97421,0.97644,0.97891,0.98085,0.9823,0.98404,0.98794,0.98805,0.98984,0.99086,0.99165,0.99224,0.9926
0.21706,0.21485,0.21409,0.21303,0.2099,0.21025,0.20958,0.20976,0.20862,0.20876,0.20787,0.20771,0.20721,0.2069,0.20684,0.20659,0.20586,0.20397,0.20506,0.20528,0.20521,0.20441,0.2043,0.20364,0.20295,0.20305,0.20313,0.20321,0.20306,0.20312,0.20352,0.20429,0.20548,0.20687,0.20836,0.21049,0.2106
0.91413,0.91275,0.91197,0.91106,0.91047,0.90986,0.90949,0.90917,0.90859,0.90752,0.90629,0.90554,0.90554,0.90508,0.90473,0.90341,0.90339,0.90317,0.90308,0.90252,0.9023,0.9025,0.90252,0.9024,0.90237,0.90243,0.90266,0.90302,0.90302,0.90345,0.90374,0.90399,0.90394,0.90415,0.90429,0.90425,0.90417
0.98262,0.98313,0.98343,0.98362,0.98338,0.98353,0.98357,0.98362,0.98364,0.98365,0.98365,0.98366,0.98372,0.98375,0.98386,0.98391,0.98398,0.984,0.98408,0.98416,0.98437,0.98437,0.98457,0.98473,0.98489,0.98488,0.98489,0.98489,0.98489,0.98489,0.98489,0.98488,0.98486,0.98484,0.98479,0.98475,0.98475
0.99742,0.99738,0.99738,0.99734,0.99728,0.99687,0.99677,0.99668,0.99657,0.99629,0.9962,0.99603,0.99597,0.99595,0.996,0.99602,0.99611,0.9962,0.99625,0.99617,0.99617,0.9961,0.99607,0.99578,0.99555,0.99548,0.9954,0.99542,0.99519,0.99541,0.99533,0.99529,0.99529,0.99527,0.99527,0.99529,0.99523
-0.98922,-0.97076,-0.96409,-0.95855,-0.96073,-0.97658,-0.98052,-0.98132,-0.98455,-0.98831,-0.99114,-0.99407,-0.99643,-1,-0.99631,-0.99607,-0.99115,-0.98657,-0.98255,-0.98446,-0.97556,-0.94796,-0.9095,-0.9281,-0.96227,-0.96696,-0.97333,-0.98191,-0.97535,-0.97357,-0.9769,-0.97899,-0.97929,-0.98048,-0.98198,-0.98478,-0.98706
0.83335,0.82733,0.82002,0.81077,0.79777,0.78543,0.77358,0.76589,0.76077,0.75861,0.75596,0.75435,0.75375,0.75351,0.75617,0.76099,0.76332,0.76489,0.76504,0.76714,0.77139,0.78903,0.80963,0.80581,0.80469,0.84831,0.86433,0.87676,0.88659,0.89293,0.89566,0.89737,0.89825,0.89942,0.90017,0.89984,0.90079
0.88913,0.8803,0.8695,0.85115,0.84259,0.8344,0.83647,0.83546,0.82216,0.80341,0.79528,0.79226,0.7918,0.79198,0.78618,0.76921,0.77061,0.77031,0.77224,0.78605,0.8037,0.79812,0.80309,0.83255,0.86237,0.86529,0.87319,0.88227,0.89687,0.91544,0.94325,0.96157,0.97093,0.97399,0.9718,0.96321,0.92972
0.99982,0.67965,0.73094,0.67179,0.80619,0.86824,0.91215,0.93273,0.94843,0.9509,0.95841,0.97323,0.98241,0.99012,0.97621,0.9638,0.94329,0.93557,0.95043,0.95772,0.95503,0.96883,0.9204,0.95095,0.9189,0.96439,0.9756,0.98754,0.99527,0.99815,0.99875,0.99873,0.99875,0.99868,0.99875,0.99795,0.99702
0.15506,0.15559,0.1583,0.16168,0.16496,0.16819,0.16963,0.1707,0.17919,0.17988,0.17905,0.17818,0.18179,0.18116,0.18418,0.18364,0.18662,0.18612,0.18842,0.18784,0.187,0.18809,0.188,0.18764,0.1875,0.18715,0.18551,0.1859,0.18476,0.18433,0.1821,0.17825,0.17793,0.1769,0.17631,0.17575,0.17446
0.90878,0.90871,0.90847,0.90742,0.90677,0.90753,0.90712,0.90714,0.90694,0.90694,0.9071,0.90728,0.9075,0.9074,0.90702,0.90696,0.90691,0.9067,0.90645,0.90641,0.90637,0.90615,0.90547,0.90495,0.90501,0.90513,0.90524,0.90516,0.90516,0.90517,0.90517,0.90528,0.90546,0.90561,0.90568,0.90585,0.90596
0.99982,0.99985,0.99989,0.99992,0.99993,0.99993,0.99993,0.99993,0.9999,0.99988,0.99982,0.99978,0.99972,0.9997,0.99968,0.99964,0.99966,0.99963,0.9996,0.99956,0.99957,0.99955,0.99956,0.99957,0.99957,0.9996,0.99966,0.99968,0.9997,0.99972,0.99977,0.99977,0.99985,0.99994,0.99996,0.99999,1
0.80236,0.80242,0.80243,0.80244,0.80244,0.80247,0.80249,0.8025,0.8025,0.80254,0.8026,0.80269,0.80284,0.80297,0.80306,0.80317,0.8032,0.80334,0.80337,0.80349,0.80345,0.80367,0.80366,0.80385,0.80373,0.80357,0.80378,0.80384,0.80385,0.80373,0.80371,0.80368,0.80363,0.80353,0.80352,0.80345,0.80341
-0.89566,-0.89554,-0.89518,-0.89456,-0.89395,-0.89274,-0.8914,-0.89004,-0.89001,-0.88903,-0.88788,-0.88607,-0.88487,-0.88482,-0.88513,-0.88539,-0.885,-0.885,-0.88482,-0.8847,-0.88441,-0.88467,-0.88598,-0.88853,-0.88853,-0.88849,-0.88885,-0.88935,-0.88966,-0.89015,-0.89125,-0.89314,-0.89312,-0.89494,-0.89468,-0.89445,-0.89613
0.92042,0.92067,0.92016,0.91934,0.91825,0.91755,0.91703,0.91654,0.91599,0.91523,0.91437,0.91359,0.91292,0.91158,0.91256,0.91202,0.91115,0.9111,0.91077,0.91064,0.91073,0.91143,0.91227,0.91302,0.91324,0.91355,0.91391,0.91428,0.91461,0.91521,0.91552,0.91525,0.91495,0.91485,0.91449,0.9143,0.91421
0.99883,0.99901,0.99921,0.99932,0.99937,0.99937,0.99942,0.99945,0.99943,0.99948,0.99948,0.99948,0.99946,0.99946,0.99945,0.99942,0.99939,0.99938,0.99938,0.99938,0.99937,0.99935,0.99935,0.99935,0.99934,0.99934,0.99934,0.99935,0.99939,0.99941,0.99943,0.99943,0.99935,0.99937,0.99927,0.99923,0.99928
0.80083,0.80109,0.801,0.80083,0.8016,0.80145,0.80171,0.80195,0.80238,0.80287,0.80346,0.80414,0.80486,0.80713,0.80687,0.80728,0.80774,0.80826,0.80883,0.80912,0.80919,0.80987,0.81045,0.81054,0.8106,0.81063,0.81062,0.8106,0.81058,0.81048,0.81034,0.81016,0.81005,0.80983,0.80947,0.80898,0.80856
