-0.25177,-0.23365,-0.19836,-0.19051,-0.16642,-0.12921,-0.12514,-0.099963,-0.089098,-0.06814,-0.057226,-0.040047,-0.040168,-0.034431,-0.030997,-0.026209,-0.022027,-0.020494,-0.020701,-0.021228,-0.02752,-0.028291,-0.033304,-0.042552,-0.044292,-0.049198,-0.053634,-0.057399,-0.070927,-0.075941,-0.079239,-0.084494,-0.093431,-0.10094,-0.10742
0.99826,0.99776,0.9972,0.99689,0.99644,0.99605,0.99527,0.99421,0.99413,0.99312,0.99261,0.99043,0.99039,0.98914,0.9871,0.9865,0.98522,0.98387,0.98178,0.98158,0.9799,0.97889,0.97702,0.97736,0.97656,0.97623,0.9763,0.97647,0.97677,0.97709,0.97877,0.97853,0.9789,0.9797,0.98008
0.99851,0.9983,0.99784,0.99754,0.9968,0.99581,0.993,0.99287,0.99096,0.98887,0.98679,0.98476,0.98154,0.98049,0.97822,0.97405,0.97443,0.97208,0.9703,0.969,0.96783,0.96652,0.96612,0.9656,0.96462,0.96367,0.96381,0.96381,0.96391,0.96413,0.96466,0.96476,0.96538,0.96604,0.96681
0.99294,0.99244,0.99163,0.99085,0.98922,0.98838,0.98868,0.98806,0.98625,0.98595,0.98574,0.98526,0.98442,0.98386,0.98366,0.98323,0.98286,0.98256,0.98247,0.98231,0.98237,0.98269,0.98281,0.98316,0.9839,0.98458,0.98673,0.98684,0.98931,0.98928,0.99016,0.991,0.99217,0.99209,0.99262
0.37859,0.37911,0.37862,0.37632,0.37528,0.37489,0.37498,0.37513,0.37519,0.37394,0.37329,0.37218,0.36981,0.36762,0.36829,0.36625,0.36361,0.36095,0.35758,0.3583,0.35927,0.35834,0.35837,0.35788,0.35819,0.35855,0.35841,0.35789,0.35775,0.35725,0.35752,0.3571,0.3571,0.35722,0.35779
0.92346,0.92181,0.91964,0.91831,0.91838,0.91717,0.91599,0.91543,0.91229,0.90862,0.90506,0.90152,0.89714,0.89773,0.89726,0.8967,0.8967,0.89621,0.89602,0.89612,0.90894,0.91436,0.91735,0.919,0.9192,0.91918,0.91942,0.9197,0.92029,0.92085,0.9204,0.9209,0.92216,0.92235,0.92244
0.98509,0.98565,0.98556,0.98555,0.98552,0.98554,0.98524,0.98503,0.98476,0.98411,0.98377,0.98374,0.98344,0.98324,0.983,0.98281,0.98265,0.98267,0.98274,0.98268,0.98324,0.98366,0.98387,0.98393,0.98392,0.9839,0.98391,0.98389,0.98384,0.98383,0.98402,0.9837,0.98383,0.98378,0.98383
0.99672,0.99684,0.99697,0.99699,0.99704,0.99717,0.9972,0.99734,0.99743,0.9974,0.99761,0.99793,0.9981,0.99813,0.99827,0.99864,0.99879,0.99905,0.99916,0.99922,0.99929,0.99933,0.99935,0.99937,0.99952,0.99943,0.99951,0.99951,0.9995,0.99955,0.99946,0.99942,0.99943,0.99939,0.99937
-0.61228,-0.59473,-0.57031,-0.55529,-0.55778,-0.56151,-0.5678,-0.56652,-0.57161,-0.57063,-0.57054,-0.56795,-0.56742,-0.56997,-0.57024,-0.56954,-0.56764,-0.56839,-0.56867,-0.57063,-0.57546,-0.56931,-0.5501,-0.5213,0.32381,0.35096,0.35951,0.36338,0.36414,0.36436,0.3644,0.36433,0.36398,0.3638,0.36327
0.86022,0.87302,0.87218,0.86966,0.86675,0.85907,0.84606,0.84094,0.84198,0.84132,0.84272,0.84335,0.84401,0.843,0.84086,0.83971,0.84134,0.84237,0.84241,0.84315,0.84443,0.85136,0.86322,0.87355,0.86476,0.86617,0.89609,0.90579,0.91352,0.92226,0.9265,0.92725,0.92592,0.92541,0.92551
0.92045,0.87742,0.86385,0.84791,0.82946,0.82368,0.82583,0.8237,0.81158,0.78612,0.76738,0.75243,0.75807,0.76086,0.76697,0.76143,0.74797,0.73798,0.73971,0.74258,0.74697,0.75531,0.77343,0.78522,0.80695,0.83392,0.8175,0.83005,0.84697,0.86576,0.88578,0.90829,0.93044,0.95014,0.96302
0.98556,0.98452,-0.9068,-0.83869,0.8645,0.87599,0.93913,0.94388,0.93822,0.91239,0.81223,0.80324,0.87429,0.90857,0.93205,0.9125,-1,-0.85455,-0.74444,0.59725,0.81179,0.85539,0.9009,0.89416,0.76138,-0.77745,0.89816,0.89194,0.93699,0.96174,0.97402,0.98148,0.98603,0.98886,0.99157
0.3164,0.31605,0.31959,0.32551,0.32147,0.32462,0.32672,0.32929,0.3319,0.33106,0.33027,0.33306,0.33264,0.33198,0.33133,0.33076,0.33026,0.33206,0.33181,0.33291,0.33271,0.33196,0.33134,0.33086,0.33049,0.33007,0.33041,0.33048,0.3303,0.33027,0.33011,0.32992,0.32967,0.32909,0.32887
0.91661,0.91759,0.91753,0.91631,0.91527,0.91531,0.91545,0.91506,0.91512,0.91518,0.91527,0.9152,0.91514,0.91525,0.91528,0.91538,0.91542,0.91542,0.9154,0.91539,0.9154,0.91515,0.91428,0.91279,0.91475,0.91424,0.91422,0.91428,0.91415,0.914,0.91361,0.91296,0.91305,0.9131,0.91239
0.99993,0.99993,0.99996,1,1,1,1,1,1,0.99999,0.99997,0.99988,0.9999,0.99988,0.99989,0.99987,0.99985,0.99985,0.99983,0.99981,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.99981,0.99981,0.99981,0.99981,0.99981
0.77813,0.77889,0.77929,0.77963,0.7799,0.78016,0.7805,0.78162,0.78177,0.78245,0.78294,0.78334,0.78364,0.78405,0.78423,0.78431,0.78447,0.78453,0.78465,0.78461,0.78466,0.7847,0.78481,0.78506,0.785,0.78474,0.78455,0.78459,0.78461,0.78431,0.78416,0.78408,0.78403,0.7839,0.78376
-0.5462,-0.54387,-0.54106,-0.53844,-0.53726,-0.53634,-0.53533,-0.53554,-0.53377,-0.53284,-0.53275,-0.53155,-0.53093,-0.53096,-0.53074,-0.53055,-0.53047,-0.53033,-0.53033,-0.53022,-0.53029,-0.53075,-0.53255,-0.53619,-0.5324,-0.53456,-0.53419,-0.53391,-0.53382,-0.53371,-0.5338,-0.53394,-0.53437,-0.53497,-0.53776
0.92957,0.93118,0.93253,0.93252,0.93138,0.93128,0.93022,0.92932,0.92737,0.92555,0.92432,0.92323,0.92353,0.92366,0.92366,0.92383,0.92302,0.92252,0.92234,0.92206,0.92203,0.9224,0.92366,0.9239,0.92453,0.92485,0.92507,0.92507,0.92529,0.92583,0.92576,0.92658,0.92645,0.92688,0.92721
0.99938,0.9995,0.99961,0.99968,0.99972,0.99972,0.9997,0.99969,0.99966,0.99966,0.99964,0.99962,0.99955,0.99957,0.99959,0.9996,0.99956,0.99959,0.99956,0.99956,0.99956,0.99956,0.99957,0.99959,0.99959,0.9996,0.9996,0.9996,0.9996,0.9996,0.99959,0.9996,0.99959,0.99956,0.99957
0.78622,0.7844,0.7839,0.78265,0.7811,0.77957,0.77751,0.77577,0.77178,0.7721,0.77096,0.76888,0.7673,0.7658,0.76376,0.76285,0.76277,0.76098,0.76082,0.76033,0.76024,0.75992,0.76007,0.7589,0.75934,0.75958,0.75969,0.75976,0.75977,0.75996,0.76012,0.76014,0.7602,0.76036,0.76046
