0.92538,0.91001,0.8847,0.86425,0.85923,0.85504,0.84532,0.82292,0.8176,0.80371,0.7974,0.80916,0.8189,0.81962,0.81255,0.8025,0.797,0.83633,0.84932,0.88032,0.91776,0.947,0.96429,0.97416,0.98107,0.98594,0.9881,0.98992
0.97198,0.97737,0.93816,0.94178,0.93881,0.9682,0.97566,0.97706,0.97085,0.9623,0.95308,0.94695,0.95308,0.97433,0.94141,0.91006,0.519,0.70542,0.85603,0.9038,0.94815,0.96912,0.98977,0.99569,0.99852,0.99872,0.99738,0.995
0.15603,0.15776,0.16053,0.16092,0.16229,0.16325,0.16423,0.1656,0.1672,0.16702,0.17005,0.16869,0.17034,0.17083,0.17092,0.17277,0.17264,0.17303,0.17174,0.17215,0.17253,0.1715,0.17054,0.16987,0.16712,0.16688,0.16575,0.16525
0.9111,0.91156,0.91056,0.91016,0.91017,0.91006,0.91002,0.91008,0.91015,0.91029,0.91042,0.91051,0.91046,0.91045,0.91034,0.91004,0.91031,0.91114,0.9107,0.91187,0.91191,0.91158,0.91096,0.91019,0.91038,0.91069,0.91035,0.91044
0.9992,0.9992,0.99921,0.99921,0.99921,0.99923,0.99923,0.99924,0.99924,0.99925,0.99924,0.99924,0.99924,0.99924,0.99924,0.99924,0.99924,0.99924,0.99924,0.99925,0.99925,0.99925,0.99927,0.99928,0.9993,0.99934,0.99938,0.99941
0.78467,0.77946,0.76383,0.76183,0.87527,0.83169,0.80617,0.79801,0.78069,0.77596,0.76723,0.76485,0.76216,0.76067,0.75959,0.75769,0.75633,0.75332,0.74924,0.74712,0.7469,0.74563,0.74331,0.74045,0.73899,0.7379,0.73597,0.73744
-0.89757,-0.89239,-0.89333,-0.8895,-0.88681,-0.8839,-0.88578,-0.88399,-0.88439,-0.88351,-0.88304,-0.88274,-0.88426,-0.88522,-0.88724,-0.89352,-0.8925,-0.88713,-0.88126,-0.87833,-0.87801,-0.8768,-0.87714,-0.87839,-0.88332,-0.88398,-0.88638,-0.88803
0.91608,0.91753,0.91831,0.9185,0.91875,0.91858,0.91752,0.91682,0.91584,0.91516,0.91415,0.91336,0.91211,0.91096,0.90946,0.90617,0.90609,0.90975,0.9098,0.91008,0.91169,0.91309,0.91266,0.91335,0.91301,0.91284,0.91245,0.91236
0.99942,0.99943,0.99945,0.99942,0.99938,0.99936,0.99936,0.99932,0.99928,0.99925,0.99905,0.9992,0.99924,0.99925,0.99914,0.9991,0.99906,0.99901,0.99899,0.99898,0.99896,0.99898,0.99902,0.99905,0.99916,0.9992,0.99923,0.99923
0.73151,0.7311,0.73012,0.72885,0.72769,0.72588,0.72381,0.72192,0.72049,0.71781,0.71467,0.7123,0.71253,0.71139,0.70923,0.70952,0.70771,0.70711,0.70709,0.70658,0.70635,0.7059,0.70496,0.7053,0.70508,0.70506,0.70498,0.70499
