-0.44797,-0.42388,-0.39897,-0.36274,-0.35913,-0.32172,-0.31435,-0.27482,-0.26733,-0.23723,-0.23687,-0.22412,-0.21165,-0.20284,-0.17535,-0.17082,-0.16346,-0.1676,-0.17409,-0.17945,-0.18507,-0.19237,-0.20774,-0.20908,-0.22042,-0.24077,-0.25965,-0.27618
0.99927,0.99845,0.99838,0.99751,0.99698,0.99664,0.99553,0.99579,0.99532,0.99496,0.99466,0.9942,0.99368,0.99319,0.99281,0.99252,0.99206,0.99108,0.99002,0.98913,0.98847,0.98799,0.98739,0.98695,0.98648,0.986,0.98601,0.98643
1,0.99992,0.9997,0.99912,0.99859,0.99772,0.9975,0.99664,0.99551,0.99466,0.99326,0.99296,0.9921,0.99053,0.98939,0.98875,0.98855,0.98684,0.98509,0.9829,0.9831,0.98231,0.98097,0.9792,0.97851,0.9782,0.97864,0.97815
0.9951,0.99369,0.992,0.98877,0.98873,0.98731,0.98505,0.98395,0.98365,0.98295,0.98242,0.98099,0.98096,0.98031,0.9792,0.97976,0.97944,0.9794,0.97941,0.97944,0.97949,0.97952,0.97994,0.98071,0.98235,0.98412,0.98731,0.98883
0.22072,0.21741,0.21624,0.21034,0.21062,0.20968,0.20634,0.20687,0.20567,0.20531,0.20345,0.20317,0.20084,0.19896,0.19672,0.19479,0.19481,0.19595,0.19655,0.19551,0.19427,0.19208,0.18949,0.18791,0.18663,0.18721,0.18825,0.18978
0.90868,0.90896,0.90922,0.9073,0.90294,0.89905,0.89418,0.89072,0.88664,0.88602,0.88495,0.88165,0.88213,0.88118,0.87966,0.87868,0.87764,0.87847,0.88014,0.88014,0.88152,0.88125,0.88125,0.88119,0.88151,0.88275,0.88361,0.88532
0.9805,0.98059,0.98023,0.97969,0.97777,0.97557,0.97019,0.97034,0.96875,0.96751,0.96705,0.96651,0.96622,0.96618,0.96609,0.96609,0.96613,0.9664,0.9662,0.9664,0.96667,0.9672,0.9691,0.96901,0.96929,0.96892,0.96948,0.97113
0.99666,0.99659,0.99645,0.99577,0.99536,0.99554,0.99522,0.99497,0.99473,0.99477,0.99488,0.99554,0.99562,0.99555,0.99579,0.99597,0.99613,0.99622,0.99646,0.99693,0.99695,0.99688,0.99702,0.99717,0.99738,0.9976,0.99757,0.99764
-1,-0.98844,-0.97128,-0.96059,-0.95272,-0.95268,-0.94232,-0.93016,-0.91976,-0.9062,-0.90054,-0.88721,-0.86393,-0.83898,-0.80976,-0.78304,-0.75858,-0.84849,-0.87991,-0.89563,-0.91111,-0.91596,-0.91509,-0.9202,-0.92242,-0.92628,-0.93387,-0.93775
0.82674,0.82355,0.83221,0.83481,0.83187,0.82643,0.8295,0.83543,0.84075,0.84373,0.84184,0.84389,0.84978,0.85444,0.85999,0.86481,0.87197,0.8655,0.89645,0.90536,0.90792,0.91226,0.91882,0.92668,0.9321,0.93608,0.93746,0.93571
