-0.39043,-0.39781,-0.40853,-0.42041,-0.42376,-0.42333,-0.42594,-0.42788,-0.42644,-0.42015,-0.41056,-0.39888,-0.3871,-0.3876,-0.38353,-0.38008,-0.37529,-0.36268,-0.34676,-0.34446,-0.34157,-0.34322,-0.34436,-0.34744,-0.3552,-0.36045,-0.36627,-0.37741,-0.37849,-0.38658,-0.3932,-0.40748,-0.41156,-0.42936
0.96063,0.96196,0.96408,0.96559,0.9675,0.96883,0.9692,0.96925,0.97001,0.96986,0.97043,0.97054,0.96962,0.96874,0.96826,0.96673,0.96599,0.96394,0.96173,0.95966,0.96006,0.95818,0.95577,0.9542,0.95306,0.95339,0.95246,0.95169,0.95029,0.95076,0.95042,0.95074,0.9519,0.95363
0.93726,0.94216,0.94676,0.94684,0.95169,0.95173,0.95296,0.95621,0.95592,0.95598,0.95446,0.95205,0.94967,0.94611,0.94536,0.94313,0.94104,0.93895,0.93514,0.93119,0.9276,0.92576,0.92475,0.92389,0.92316,0.92284,0.92254,0.92204,0.92118,0.92178,0.9224,0.92429,0.92619,0.92959
0.99756,0.99733,0.99691,0.99649,0.99591,0.9953,0.9945,0.99286,0.99076,0.99093,0.98966,0.9891,0.98863,0.98804,0.98766,0.98758,0.98762,0.98746,0.98745,0.98741,0.98742,0.98745,0.98746,0.98752,0.98763,0.98779,0.9885,0.9883,0.98863,0.98939,0.99008,0.99183,0.99238,0.99252
0.26355,0.26306,0.26292,0.26302,0.26362,0.26365,0.26434,0.26534,0.26676,0.2689,0.27075,0.2711,0.27056,0.27014,0.27004,0.2701,0.26982,0.26924,0.26898,0.27006,0.27081,0.27124,0.27148,0.27258,0.27178,0.27103,0.27059,0.27031,0.26966,0.26937,0.26928,0.26963,0.27071,0.2706
0.91254,0.91292,0.91328,0.91414,0.91405,0.91396,0.91374,0.91366,0.91288,0.91195,0.91091,0.90911,0.90806,0.90747,0.90707,0.90652,0.90586,0.90597,0.9062,0.90595,0.90598,0.90595,0.90598,0.90622,0.90609,0.90623,0.90658,0.90665,0.90757,0.9078,0.9078,0.9077,0.90755,0.90749
0.98622,0.98626,0.98626,0.98624,0.98623,0.98617,0.98614,0.98626,0.98635,0.98638,0.98645,0.98659,0.98662,0.9866,0.98665,0.98665,0.98666,0.98687,0.9869,0.98689,0.9869,0.98744,0.98711,0.98758,0.98786,0.98817,0.98835,0.98808,0.98795,0.98779,0.98778,0.98775,0.98676,0.98736
0.999,0.99917,0.9992,0.99929,0.99932,0.99932,0.99927,0.99928,0.9992,0.99923,0.99915,0.99911,0.99907,0.99902,0.99903,0.999,0.999,0.99899,0.99899,0.99902,0.99907,0.99917,0.99919,0.99919,0.99919,0.99916,0.99916,0.9991,0.99907,0.99906,0.99904,0.99894,0.9989,0.99889
-0.88701,-0.88709,-0.88726,-0.88803,-0.88882,-0.88813,-0.88739,-0.88723,-0.88676,-0.88464,-0.84465,-0.79652,-0.77302,-0.75461,-0.74324,-0.73001,-0.7246,0.27216,0.30976,0.35818,0.39335,-1,-0.97037,-0.95179,-0.92682,-0.9231,-0.91058,-0.90854,-0.90459,-0.90083,-0.89305,-0.89321,-0.8943,-0.89216
0.91257,0.90996,0.9084,0.90657,0.90391,0.89642,0.887,0.87727,0.86916,0.86487,0.87924,0.87455,0.8778,0.88632,0.88484,0.88587,0.88024,0.81057,0.79416,0.76358,0.74029,0.74306,0.78302,0.82061,0.83052,0.84736,0.85775,0.86606,0.88075,0.88733,0.8913,0.8953,0.89896,0.90147
0.93058,0.93916,0.93615,0.93014,0.9176,0.89107,0.8589,0.8215,0.74961,0.73099,0.72397,0.73074,0.71441,0.69083,0.68971,0.68468,0.69559,0.71151,0.71374,0.72655,0.76078,0.77478,0.80047,0.80637,0.81276,0.83963,0.86954,0.89938,0.93036,0.9583,0.9733,0.98229,0.98703,0.98842
0.99976,1,0.99954,0.99767,0.99686,0.99731,0.99539,0.99075,0.99093,0.98994,0.70341,0.61111,0.92297,0.91552,0.96715,0.97977,0.997,0.99264,0.98442,0.98045,0.9779,0.94072,0.97756,0.98491,0.99498,0.99676,0.9964,0.99794,0.99762,0.99786,0.99754,0.99587,0.99463,0.99479
0.20732,0.20711,0.20707,0.20701,0.20521,0.20369,0.20145,0.20173,0.19978,0.19986,0.19879,0.19829,0.1982,0.1975,0.19742,0.19695,0.19703,0.19849,0.20075,0.20016,0.20104,0.20114,0.20097,0.2005,0.19959,0.19835,0.19839,0.19854,0.19805,0.19777,0.19724,0.1967,0.19673,0.19665
0.94553,0.94541,0.94527,0.94501,0.94493,0.94426,0.94444,0.94326,0.94286,0.94273,0.94009,0.93768,0.93766,0.93679,0.93522,0.93505,0.93497,0.93805,0.94222,0.94601,0.9477,0.94828,0.94985,0.95087,0.95119,0.94994,0.94887,0.94701,0.94579,0.94552,0.9454,0.94461,0.9444,0.94474
0.99755,0.99758,0.99763,0.99763,0.99763,0.99762,0.99768,0.99771,0.99776,0.99777,0.99776,0.99777,0.99776,0.99772,0.99767,0.99766,0.99763,0.99758,0.99759,0.99758,0.99747,0.99731,0.99741,0.99735,0.99737,0.99737,0.99735,0.99735,0.99735,0.99739,0.99742,0.99771,0.99758,0.99776
0.72481,0.72465,0.7243,0.72393,0.72346,0.72261,0.72177,0.72047,0.72009,0.72038,0.72068,0.72056,0.72059,0.7206,0.72061,0.72064,0.72069,0.71797,0.71454,0.7137,0.71308,0.71313,0.71317,0.71328,0.71362,0.71425,0.71431,0.71488,0.71556,0.71654,0.71779,0.71809,0.7197,0.71984
-0.80012,-0.79967,-0.79948,-0.80215,-0.80402,-0.80499,-0.80501,-0.80542,-0.80599,-0.80675,-0.80694,-0.80753,-0.80819,-0.80874,-0.80887,-0.80929,-0.80938,-0.80863,-0.80603,-0.80436,-0.80284,-0.7987,-0.79491,-0.79243,-0.79205,-0.79308,-0.79422,-0.79624,-0.79696,-0.79912,-0.8013,-0.80054,-0.80368,-0.80299
0.91266,0.91275,0.9126,0.91243,0.91235,0.91231,0.91226,0.91223,0.91211,0.91226,0.91367,0.9152,0.91586,0.91657,0.91696,0.91736,0.91722,0.91254,0.90797,0.90543,0.90306,0.90319,0.90297,0.90438,0.90956,0.90886,0.91316,0.91329,0.91452,0.91459,0.91488,0.91485,0.91492,0.9146
0.99565,0.99568,0.99561,0.99562,0.9956,0.99562,0.99564,0.99564,0.99568,0.99573,0.9959,0.99599,0.99598,0.99595,0.99589,0.99591,0.99586,0.99586,0.99586,0.99586,0.99587,0.99587,0.99589,0.99587,0.99583,0.99579,0.99577,0.9957,0.99572,0.9957,0.99565,0.99564,0.99561,0.99557
0.69263,0.69267,0.69279,0.6929,0.69308,0.69329,0.69343,0.69345,0.69338,0.69341,0.69339,0.69333,0.6931,0.69274,0.69233,0.69197,0.69157,0.69064,0.68953,0.68917,0.68912,0.68927,0.68917,0.68931,0.68938,0.68946,0.68966,0.69001,0.69041,0.69075,0.69124,0.69231,0.69434,0.69567
