-0.5002,-0.53606,-0.56585,-0.61041,-0.6121,-0.62577,-0.63591,-0.64224,-0.64276,-0.64918,-0.65162,-0.65104,-0.65042,-0.64934,-0.64833,-0.6453,-0.64432,-0.63755,-0.63147,-0.61919,-0.58251
0.94292,0.94322,0.9438,0.94386,0.9443,0.94456,0.94468,0.9448,0.94532,0.94521,0.94516,0.94523,0.94577,0.94545,0.94557,0.94599,0.94655,0.94732,0.94805,0.94951,0.94956
0.91277,0.91216,0.91216,0.91203,0.91197,0.91082,0.90987,0.90959,0.90974,0.9091,0.90865,0.90858,0.90854,0.90858,0.90858,0.90857,0.9087,0.90909,0.90996,0.91108,0.91382
0.98078,0.97395,0.96322,0.96263,0.95907,0.95711,0.95703,0.95635,0.95643,0.95705,0.95785,0.95911,0.95926,0.95988,0.96131,0.96383,0.97062,0.97457,0.9748,0.97707,0.98122
0.22184,0.21567,0.21354,0.20618,0.18971,0.16179,0.15898,0.14716,0.15545,0.20742,0.23511,0.23098,0.23101,0.22808,0.22559,0.2198,0.21716,0.21592,0.21586,0.21121,0.21244
0.86403,0.85493,0.85167,0.85784,0.86491,0.8695,0.87556,0.88241,0.88534,0.87803,0.89744,0.90944,0.88002,0.92539,0.93032,0.94204,0.95019,0.95766,0.96177,0.96309,0.961
0.93807,0.91498,0.87898,0.84725,0.82289,0.79805,0.77923,0.77464,0.79419,0.82787,0.86515,0.8916,0.91749,0.96555,0.9783,0.98709,0.99064,0.99176,0.99179,0.99172,0.99178
0.98055,0.97982,0.97472,0.97865,0.98114,0.98237,0.98423,0.9816,0.97472,0.97126,0.97409,0.98752,0.99259,0.99595,0.9971,0.99683,0.99494,0.99438,0.99439,0.99468,0.99482
-0.97828,-0.98628,-0.99596,-0.99691,-0.9993,-1,-0.99995,-0.99728,-0.99565,-0.99246,-0.98932,-0.98817,-0.98657,-0.9843,-0.98525,-0.98174,-0.98198,-0.98174,-0.98012,-0.97572,-0.9739
0.86969,0.87884,0.87664,0.87056,0.86697,0.8662,0.86564,0.8655,0.86781,0.87203,0.87084,0.87071,0.8711,0.87201,0.87249,0.8727,0.87278,0.87304,0.87418,0.87445,0.87813
0.95532,0.96129,0.9668,0.96449,0.96182,0.95913,0.96103,0.96014,0.95978,0.95996,0.95599,0.95906,0.96044,0.95973,0.9607,0.96048,0.96231,0.96077,0.9614,0.96145,0.96322
0.99966,1,0.9871,0.98803,0.99161,0.99215,0.99339,0.99443,0.9949,0.99488,0.99763,0.9994,0.99958,0.99959,0.99929,0.999,0.99899,0.99934,0.99951,0.9993,0.99769
0.15539,0.15607,0.157,0.15543,0.15481,0.15476,0.15476,0.15484,0.1553,0.15534,0.15344,0.15314,0.15302,0.15225,0.15149,0.15154,0.15127,0.15119,0.15134,0.15151,0.15164
0.9346,0.93385,0.93126,0.92426,0.92437,0.92037,0.92086,0.92036,0.92062,0.91888,0.91798,0.91799,0.91791,0.91784,0.91764,0.91772,0.91759,0.91781,0.91857,0.91914,0.92062
0.99893,0.99892,0.99884,0.99878,0.99888,0.99895,0.99896,0.99903,0.9991,0.99929,0.99922,0.99934,0.99934,0.99952,0.9997,0.9997,0.99979,0.99984,0.99988,0.99995,0.99993
0.81318,0.81341,0.81425,0.81494,0.81555,0.81652,0.81806,0.81827,0.81939,0.81949,0.8208,0.82025,0.82057,0.82111,0.82135,0.82095,0.82089,0.82046,0.81988,0.81917,0.81747
-0.89338,-0.90487,-0.89594,-0.90148,-0.9116,-0.91156,-0.914,-0.91339,-0.9124,-0.91241,-0.91022,-0.91069,-0.90799,-0.90658,-0.9062,-0.90526,-0.90401,-0.90409,-0.90186,-0.90219,-0.89976
0.93587,0.93422,0.93342,0.93346,0.9333,0.93335,0.9335,0.93356,0.93365,0.93419,0.93509,0.93586,0.93567,0.93603,0.93625,0.93655,0.93673,0.93696,0.93727,0.93783,0.93815
0.99334,0.99306,0.99271,0.9928,0.99268,0.99271,0.99275,0.99274,0.99274,0.99274,0.99275,0.99278,0.99282,0.99287,0.99293,0.99311,0.99335,0.99391,0.99373,0.99425,0.99457
0.81113,0.81098,0.8092,0.80793,0.80773,0.80685,0.80641,0.80608,0.80594,0.80541,0.80541,0.80538,0.80527,0.80512,0.80492,0.80477,0.80464,0.80452,0.80448,0.80446,0.89783
