-0.45312,-0.45303,-0.45308,-0.45305,-0.453,-0.45299,-0.45304,-0.45302,-0.45302,-0.45302,-0.45342,-0.45955,-0.45906,-0.46444,-0.47065,-0.49003,-0.50146,-0.5238,-0.54376,-0.57084,-0.59458,-0.59325,-0.60393,-0.60974,-0.6161,-0.62519,-0.6368,-0.63595,-0.6417,-0.64642,-0.65105,-0.6551,-0.66195,-0.66236,-0.66504,-0.66749,-0.66653,-0.6647,-0.65904,-0.65723,-0.6534,-0.63728,-0.62867,-0.62722,-0.61794,-0.61032,-0.58874,-0.5887,-0.57247,-0.5571,-0.54011,-0.52351,-0.50797,-0.48541,-0.47898,-0.4659,-0.44744,-0.44898,-0.44355,-0.43784
0.95041,0.94978,0.94932,0.94899,0.94896,0.94879,0.94864,0.94865,0.94857,0.94839,0.94801,0.94606,0.94622,0.94601,0.94549,0.94481,0.94453,0.94439,0.94395,0.94367,0.94307,0.94295,0.94246,0.94229,0.94207,0.942,0.94203,0.94205,0.9421,0.94219,0.94236,0.94235,0.94235,0.94233,0.94231,0.94226,0.94219,0.94222,0.94204,0.94197,0.94166,0.94126,0.94066,0.94063,0.94066,0.94093,0.9415,0.94506,0.94496,0.94847,0.95433,0.9549,0.95999,0.965,0.97352,0.97351,0.97662,0.98026,0.98133,0.98256
0.91832,0.91737,0.91752,0.91673,0.91617,0.91619,0.91598,0.91582,0.91575,0.91569,0.91567,0.91563,0.91545,0.91536,0.91525,0.91504,0.91452,0.91365,0.91326,0.91294,0.91283,0.91255,0.91213,0.91102,0.91115,0.9109,0.91046,0.91009,0.90987,0.90966,0.90948,0.9095,0.90906,0.90863,0.90828,0.90803,0.90774,0.90762,0.90775,0.90768,0.90764,0.90744,0.9069,0.90632,0.90601,0.90556,0.906,0.90703,0.91388,0.91812,0.92198,0.93448,0.94418,0.94509,0.95162,0.95699,0.96487,0.96482,0.9677,0.96891
0.99812,0.99813,0.99815,0.99815,0.99815,0.99815,0.99815,0.99815,0.99815,0.99811,0.99788,0.99539,0.9933,0.99096,0.99056,0.98599,0.98611,0.98446,0.98256,0.98094,0.97842,0.97619,0.97469,0.97195,0.97206,0.97035,0.96976,0.96944,0.96884,0.96791,0.96717,0.96691,0.96659,0.96593,0.96607,0.96524,0.96546,0.96596,0.96679,0.96802,0.96959,0.9722,0.97708,0.98182,0.98666,0.99094,0.99612,0.99731,0.99759,0.9985,0.99879,0.9988,0.99884,0.9989,0.99891,0.99891,0.99891,0.99894,0.99896,0.99894
0.20287,0.20303,0.20288,0.20291,0.20295,0.203,0.20302,0.20309,0.20316,0.20362,0.20493,0.20561,0.20665,0.20427,0.20408,0.19771,0.19741,0.19888,0.19989,0.20085,0.19994,0.19891,0.20053,0.20078,0.20022,0.20036,0.20061,0.20069,0.20016,0.19923,0.1932,0.19699,0.19279,0.19054,0.19025,0.18788,0.18935,0.18804,0.18418,0.19628,0.1951,0.19451,0.19589,0.19483,0.19315,0.19187,0.19035,0.1888,0.18992,0.19155,0.19238,0.19382,0.19642,0.19817,0.20032,0.20179,0.20332,0.20445,0.20533,0.20653
0.92585,0.92582,0.92577,0.92568,0.92574,0.92571,0.92568,0.92574,0.92586,0.92611,0.92577,0.92426,0.90753,0.90055,0.91211,0.921,0.91452,0.91198,0.90629,0.89456,0.88412,0.8734,0.86536,0.86041,0.85837,0.85824,0.85757,0.85483,0.85344,0.85175,0.85166,0.8527,0.85438,0.85235,0.85067,0.85667,0.87049,0.88212,0.89507,0.91791,0.93902,0.95013,0.95616,0.95489,0.96272,0.96267,0.95912,0.95504,0.94622,0.94594,0.94329,0.94108,0.94083,0.9399,0.93857,0.92799,0.91851,0.90647,0.89376,0.8832
0.98499,0.98499,0.98502,0.98503,0.98505,0.98506,0.98509,0.98506,0.98432,0.98318,0.97902,0.9706,0.97299,0.97963,0.9776,0.96581,0.94804,0.92918,0.91541,0.9095,0.90494,0.90794,0.91227,0.91406,0.91468,0.91446,0.91459,0.91775,0.91996,0.92258,0.92209,0.92117,0.92162,0.92125,0.92155,0.91681,0.90552,0.89537,0.88507,0.8663,0.85933,0.87342,0.88652,0.91187,0.95031,0.96568,0.98037,0.98931,0.99297,0.99528,0.99593,0.99553,0.99387,0.99318,0.98765,0.98764,0.98442,0.97952,0.97899,0.97706
0.99868,0.9985,0.99812,0.99806,0.99788,0.99758,0.99756,0.99645,0.99621,0.99708,0.99822,0.99845,0.99261,0.97342,0.97526,0.99393,0.99109,0.98875,0.98946,0.98888,0.98864,0.9894,0.99231,0.9918,0.99012,0.98851,0.98762,0.98803,0.98978,0.99142,0.98861,0.9862,0.98546,0.98423,0.98411,0.98555,0.98638,0.98587,0.98512,0.98204,0.98081,0.984,0.98996,0.99034,0.99566,0.99848,0.99884,0.99893,0.99904,0.9979,0.99687,0.99695,0.99638,0.99599,0.99623,0.99738,0.99854,0.99864,0.99837,0.99804
-0.96919,-0.96901,-0.96886,-0.96883,-0.96886,-0.96877,-0.96876,-0.96879,-0.96881,-0.96919,-0.96986,-0.9715,-0.97245,-0.97388,-0.97561,-0.97835,-0.9797,-0.98122,-0.98297,-0.98396,-0.98587,-0.98904,-0.99078,-0.99401,-0.99556,-0.99623,-0.99656,-0.99648,-0.99667,-0.99694,-0.99698,-0.99691,-0.99727,-0.99794,-0.99875,-0.99946,-1,-0.99922,-0.99898,-0.99882,-0.99915,-0.99875,-0.99795,-0.9962,-0.99504,-0.99382,-0.99053,-0.98831,-0.98655,-0.98457,-0.98385,-0.98315,-0.98345,-0.98371,-0.98342,-0.98357,-0.98386,-0.9841,-0.98431,-0.98424
0.91974,0.91976,0.91976,0.91972,0.91974,0.91968,0.91961,0.91953,0.9195,0.9193,0.91871,0.91914,0.91918,0.91871,0.91818,0.9173,0.91694,0.91687,0.91369,0.90903,0.90226,0.89443,0.88231,0.87839,0.87769,0.87324,0.87294,0.87122,0.86985,0.86839,0.86801,0.86676,0.86611,0.86605,0.8663,0.86632,0.89476,0.90139,0.90605,0.89855,0.90462,0.89423,0.89083,0.8871,0.88252,0.88056,0.88145,0.8823,0.88171,0.87999,0.89658,0.90442,0.9087,0.9114,0.91261,0.91318,0.91303,0.91291,0.91287,0.91296
0.98148,0.98147,0.98146,0.98136,0.98123,0.98109,0.98108,0.981,0.9809,0.98087,0.98093,0.98111,0.98118,0.9815,0.98119,0.98125,0.98134,0.98186,0.9826,0.98204,0.98112,0.98017,0.97955,0.97956,0.97926,0.97881,0.97836,0.97809,0.97788,0.97792,0.97792,0.9775,0.97758,0.97765,0.97771,0.97772,0.97926,0.98065,0.98097,0.98093,0.98101,0.98098,0.98068,0.98063,0.97974,0.97946,0.97834,0.97739,0.97738,0.97775,0.97895,0.98026,0.98029,0.98031,0.9809,0.98107,0.98154,0.98155,0.98169,0.98186
0.99951,0.99947,0.99948,0.9994,0.99936,0.99932,0.9994,0.99937,0.99932,0.9993,0.99923,0.99908,0.99865,0.99901,0.99915,0.99928,0.99932,0.99407,0.98624,0.98805,0.98733,0.98716,0.98761,0.98803,0.9881,0.98826,0.98824,0.9886,0.98886,0.98935,0.98913,0.98914,0.98906,0.98853,0.98879,0.98856,0.98694,0.98136,0.98407,0.99076,0.99332,0.99557,0.99702,0.99767,0.99809,0.99829,0.99987,1,0.99936,0.99925,0.99882,0.99801,0.99784,0.99703,0.99574,0.99314,0.99056,0.99071,0.993,0.99557
0.14289,0.14315,0.14328,0.14328,0.14328,0.14328,0.14298,0.14294,0.14293,0.14293,0.14301,0.14321,0.14342,0.14353,0.14364,0.14353,0.14342,0.14337,0.14336,0.14333,0.14307,0.14307,0.143,0.14324,0.14344,0.14358,0.14353,0.14351,0.14358,0.14379,0.14407,0.14421,0.14436,0.14477,0.14545,0.1461,0.14612,0.14588,0.14567,0.14605,0.1464,0.14674,0.14674,0.14687,0.14701,0.14733,0.1478,0.14789,0.14809,0.1486,0.14889,0.14896,0.14879,0.1491,0.149,0.14897,0.14889,0.14846,0.14836,0.14816
0.93273,0.93267,0.93261,0.93261,0.93259,0.93257,0.93256,0.93256,0.93255,0.93239,0.9322,0.93106,0.93118,0.93081,0.93043,0.92943,0.92693,0.92446,0.92312,0.92269,0.9206,0.91898,0.91741,0.91585,0.91418,0.91273,0.91138,0.91019,0.90914,0.90815,0.90711,0.9062,0.90537,0.90283,0.90453,0.90306,0.90366,0.90299,0.90467,0.90648,0.90739,0.91149,0.91617,0.91606,0.91967,0.91988,0.92347,0.92384,0.92937,0.93033,0.93142,0.93321,0.93501,0.93501,0.93584,0.93591,0.93637,0.937,0.9371,0.93717
0.99896,0.99898,0.999,0.99901,0.99901,0.99903,0.99903,0.99903,0.99904,0.99905,0.99908,0.9991,0.99911,0.99914,0.99915,0.99916,0.99916,0.99916,0.99915,0.99914,0.99912,0.99912,0.99912,0.99914,0.99915,0.99915,0.99916,0.99916,0.99916,0.99918,0.99918,0.99919,0.99919,0.99919,0.99919,0.99919,0.99918,0.99916,0.99916,0.99916,0.99915,0.99914,0.9991,0.9991,0.99901,0.99891,0.99889,0.99893,0.99897,0.999,0.99905,0.99905,0.99907,0.99907,0.9991,0.99912,0.9991,0.99907,0.99903,0.99904
0.80609,0.80609,0.80609,0.80609,0.80607,0.80607,0.80606,0.80606,0.80605,0.80614,0.80645,0.80692,0.80762,0.80897,0.81001,0.81139,0.81263,0.81717,0.81671,0.8177,0.81885,0.82002,0.82101,0.82196,0.8236,0.82488,0.82707,0.82576,0.82678,0.82764,0.82846,0.82889,0.83106,0.8298,0.83115,0.83097,0.83159,0.83179,0.83179,0.83176,0.83198,0.8318,0.83053,0.82921,0.8281,0.82644,0.82467,0.82302,0.82132,0.8198,0.81736,0.81787,0.81547,0.8145,0.81377,0.81298,0.81177,0.81079,0.81011,0.80898
-0.92052,-0.92053,-0.92057,-0.92059,-0.9206,-0.92064,-0.92073,-0.92075,-0.92084,-0.92085,-0.92096,-0.92075,-0.92075,-0.9207,-0.92054,-0.92049,-0.9232,-0.92615,-0.92809,-0.9276,-0.93092,-0.93039,-0.93295,-0.93243,-0.93332,-0.93365,-0.93362,-0.93335,-0.93358,-0.9338,-0.93345,-0.93345,-0.93341,-0.93337,-0.93327,-0.93324,-0.93331,-0.93397,-0.93274,-0.93227,-0.93124,-0.92945,-0.92535,-0.92515,-0.92592,-0.92664,-0.92727,-0.92561,-0.92564,-0.92583,-0.92602,-0.92609,-0.92603,-0.92464,-0.92329,-0.92312,-0.92231,-0.92228,-0.92182,-0.92153
