-0.45533,-0.44241,-0.42186,-0.37463,-0.35935,-0.32037,-0.27997,-0.23487,-0.19388,-0.13606,-0.13243,-0.097632,-0.087692,-0.081216,-0.083136,-0.076604,-0.075553,-0.069497,-0.067099,-0.063356,-0.05203,-0.052913,-0.051749,-0.052464,-0.055338,-0.057314,-0.061464,-0.066286,-0.069454,-0.072693,-0.073534,-0.091211,-0.094141,-0.10991,-0.13746,-0.1947,-0.21211,-0.26004,-0.30239,-0.34223
0.95886,0.95808,0.95531,0.95513,0.95457,0.95164,0.95168,0.95085,0.94993,0.94901,0.94831,0.94676,0.94652,0.9463,0.94544,0.94442,0.94391,0.9428,0.94205,0.94136,0.94114,0.94,0.94009,0.94032,0.94087,0.94153,0.94185,0.9423,0.94252,0.94299,0.94387,0.94499,0.94715,0.94737,0.94844,0.94822,0.9496,0.95161,0.95193,0.95218
0.93047,0.92918,0.92835,0.92708,0.92328,0.92223,0.92115,0.9184,0.91763,0.91482,0.913,0.91283,0.91208,0.91157,0.91098,0.90999,0.90887,0.90634,0.90497,0.90163,0.90061,0.90177,0.90106,0.90111,0.90127,0.90226,0.90155,0.90144,0.90414,0.90477,0.90455,0.90638,0.90927,0.90959,0.91213,0.9138,0.9162,0.91848,0.91974,0.92022
0.99424,0.99418,0.99279,0.99036,0.9873,0.98288,0.97449,0.97294,0.96186,0.96236,0.96418,0.96205,0.95658,0.95787,0.95572,0.95395,0.95148,0.94847,0.94351,0.94123,0.93731,0.93444,0.93686,0.93601,0.93655,0.93773,0.93983,0.94613,0.94942,0.95852,0.96697,0.97422,0.98033,0.98856,0.99282,0.99333,0.996,0.99764,0.99828,0.9983
0.21033,0.21009,0.21059,0.21197,0.21213,0.21191,0.2133,0.21575,0.21783,0.21579,0.21896,0.21684,0.21731,0.21628,0.2142,0.21505,0.21464,0.21616,0.21592,0.21606,0.21553,0.21759,0.22067,0.22177,0.22193,0.22175,0.22164,0.21841,0.21689,0.20986,0.20641,0.20081,0.19953,0.19631,0.19283,0.18839,0.19157,0.18927,0.18878,0.18914
0.9093,0.90626,0.9005,0.89813,0.89186,0.88314,0.87932,0.8784,0.87592,0.87779,0.87275,0.87205,0.87243,0.87417,0.87626,0.8766,0.87731,0.87462,0.86964,0.8688,0.86702,0.86792,0.86587,0.86723,0.86834,0.86869,0.87008,0.87337,0.87779,0.88459,0.88424,0.88672,0.88941,0.8958,0.89629,0.89862,0.9006,0.90413,0.90716,0.90894
0.99155,0.99184,0.99243,0.99312,0.9945,0.9948,0.9946,0.99436,0.9954,0.99526,0.99551,0.9955,0.99516,0.99428,0.9934,0.99338,0.99373,0.99487,0.9949,0.99497,0.99507,0.99495,0.9947,0.9946,0.99463,0.99464,0.99473,0.99472,0.99476,0.99486,0.9948,0.99488,0.99473,0.99448,0.9942,0.99411,0.99397,0.99407,0.99403,0.99277
0.99727,0.99739,0.99736,0.99728,0.99732,0.99743,0.99757,0.99771,0.99774,0.99787,0.99793,0.99804,0.99808,0.99797,0.99788,0.99781,0.99793,0.99811,0.99828,0.99842,0.99849,0.9985,0.99839,0.99822,0.99822,0.99819,0.99818,0.99815,0.99815,0.99844,0.99823,0.99823,0.99822,0.99836,0.99832,0.99822,0.99815,0.99753,0.99669,0.99623
-1,-0.99973,-0.99871,-0.99863,-0.99568,-0.99418,-0.9948,-0.96469,-0.9273,-0.88969,-0.90909,-0.92287,-0.94196,-0.96498,-0.95117,-0.94287,-0.95166,-0.96015,-0.96359,-0.96481,-0.96962,-0.97927,-0.97694,0.20078,0.23084,0.23651,0.24429,0.24261,0.22377,0.20881,0.19967,0.20025,0.1902,0.18951,0.1875,0.18662,0.18621,0.18748,0.1877,0.18833
0.90172,0.90167,0.90801,0.91617,0.91899,0.91189,0.91586,0.92615,0.92391,0.91831,0.91367,0.92112,0.92905,0.93273,0.92852,0.92444,0.92214,0.91241,0.89877,0.88624,0.87546,0.87525,0.88101,0.90992,0.92646,0.93794,0.93152,0.92262,0.958,0.96207,0.96219,0.95834,0.95011,0.94219,0.93629,0.93326,0.9311,0.92084,0.91313,0.90444
0.97116,0.96298,0.94967,0.93414,0.91388,0.89377,0.83256,0.79732,0.75119,0.70636,0.66663,0.64404,0.64424,0.65453,0.67665,0.69698,0.72618,0.71872,0.7064,0.66644,0.66328,0.63751,0.61996,0.61424,0.62831,0.70148,0.75979,0.83461,0.9228,0.95154,0.97004,0.98072,0.98529,0.98745,0.98836,0.98911,0.98856,0.98674,0.98422,0.98349
0.99907,0.99964,0.99979,0.99951,0.97202,0.99022,0.993,0.99317,0.99299,0.99268,0.99264,0.98958,0.98757,0.99122,0.99432,0.99659,0.99711,0.99519,0.99324,0.99108,0.98691,0.97114,0.97631,0.9798,0.98266,0.98625,0.99285,0.99713,0.99863,0.99899,0.99902,0.99871,0.99886,0.99895,0.99864,0.9978,0.99708,0.99919,0.99985,1
0.13028,0.13038,0.13057,0.13119,0.13313,0.13278,0.13974,0.14824,0.14653,0.14695,0.14713,0.14726,0.14668,0.1459,0.14527,0.14633,0.14548,0.14692,0.14693,0.14688,0.147,0.14737,0.14764,0.14734,0.14705,0.14656,0.14615,0.14553,0.14504,0.14256,0.14403,0.14186,0.13941,0.13822,0.13793,0.13753,0.13711,0.13583,0.13372,0.13165
0.91802,0.91768,0.91728,0.91716,0.91739,0.91833,0.91865,0.91873,0.91872,0.91923,0.91932,0.9196,0.92057,0.92148,0.92178,0.92067,0.91965,0.91888,0.91747,0.91625,0.91596,0.91533,0.91475,0.91461,0.91494,0.91461,0.9152,0.91774,0.91652,0.91759,0.91904,0.92029,0.92105,0.92172,0.92199,0.9243,0.92316,0.92438,0.92478,0.9245
0.99808,0.99818,0.99818,0.99815,0.99807,0.9979,0.99783,0.9978,0.99757,0.99742,0.99734,0.99727,0.99706,0.99701,0.99687,0.99671,0.99617,0.99613,0.99609,0.99588,0.99591,0.99571,0.99565,0.9957,0.99578,0.99598,0.99614,0.99619,0.99651,0.99701,0.99742,0.998,0.99825,0.99847,0.99872,0.99884,0.99893,0.99882,0.99878,0.99865
0.80471,0.80506,0.80516,0.80544,0.80533,0.80531,0.80526,0.80495,0.80434,0.80263,0.80329,0.80319,0.80322,0.80258,0.80219,0.80231,0.8024,0.80165,0.80179,0.80174,0.80083,0.79983,0.79907,0.79921,0.79893,0.79864,0.79848,0.79836,0.79774,0.79783,0.79764,0.79753,0.79752,0.79756,0.79762,0.7976,0.79766,0.79876,0.79867,0.79982
-0.93864,-0.93971,-0.93767,-0.93557,-0.9264,-0.93284,-0.92727,-0.92165,-0.92539,-0.92671,-0.92793,-0.92605,-0.92545,-0.92506,-0.9251,-0.92562,-0.92663,-0.92607,-0.92555,-0.9251,-0.92511,-0.92608,-0.92723,-0.92802,-0.92834,-0.9289,-0.92982,-0.93055,-0.93102,-0.93106,-0.93145,-0.93187,-0.93197,-0.93202,-0.93289,-0.93413,-0.93581,-0.93706,-0.93686,-0.93901
0.93218,0.93243,0.93261,0.93236,0.93212,0.93113,0.92846,0.92227,0.92239,0.91902,0.91866,0.91735,0.91574,0.91447,0.91344,0.91227,0.91073,0.90952,0.9093,0.90927,0.90913,0.90894,0.90898,0.90929,0.90967,0.90969,0.9099,0.90988,0.90975,0.9101,0.91024,0.91108,0.91139,0.91199,0.91397,0.91711,0.91801,0.91974,0.9211,0.92207
0.997,0.99736,0.99734,0.9977,0.99791,0.99828,0.99851,0.99857,0.99858,0.99857,0.99857,0.9986,0.99864,0.99863,0.9986,0.99847,0.99853,0.99861,0.99868,0.99875,0.99867,0.99865,0.99868,0.99877,0.99886,0.99884,0.99881,0.99905,0.99907,0.99905,0.99902,0.99916,0.99909,0.99923,0.99919,0.9992,0.99903,0.99886,0.99884,0.9984
0.93044,0.92867,0.92839,0.92782,0.92539,0.91288,0.89745,0.9117,0.93518,0.94334,0.94972,0.95438,0.95423,0.95499,0.95562,0.95647,0.95702,0.95762,0.95786,0.95787,0.95766,0.95737,0.95673,0.95629,0.95583,0.9388,0.91402,0.92569,0.94407,0.9503,0.9551,0.95821,0.95893,0.95865,0.95888,0.95968,0.95879,0.95807,0.95723,0.95266
