-0.31834,-0.3217,-0.32516,-0.33212,-0.33339,-0.34126,-0.35059,-0.35773,-0.36424,-0.37094,-0.37515,-0.38128,-0.38104,-0.38201,-0.38389,-0.3855,-0.38678,-0.38759,-0.38797,-0.38871,-0.38913,-0.38927,-0.38927,-0.3892,-0.38887,-0.38855,-0.38769,-0.38731,-0.38624,-0.38628,-0.38509,-0.38436,-0.38382,-0.38309,-0.38223,-0.38168,-0.38133,-0.38107,-0.38078,-0.3801,-0.37879,-0.37336,-0.37362,-0.37041,-0.36152,-0.34518,-0.33407,-0.3119,-0.27731,-0.27072,-0.26785,-0.2586,-0.24715,-0.24537,-0.24088,-0.23497,-0.23078,-0.22797,-0.22911,-0.22426,-0.22525,-0.22134,-0.21594,-0.21183,-0.2057,-0.20754,-0.20872,-0.20906,-0.20992,-0.20968,-0.21033,-0.21183,-0.21874,-0.22996,-0.25147,-0.2582,-0.27998,-0.31396,-0.33142,-0.33736,-0.35495,-0.3751,-0.38239,-0.38263,-0.38569,-0.3909,-0.39356,-0.39741,-0.39574,-0.39369,-0.39165,-0.39313,-0.39346,-0.39367,-0.39361,-0.39345,-0.39342,-0.39326,-0.39308,-0.39292,-0.39286,-0.39274,-0.39253,-0.3923,-0.39222,-0.392,-0.39171,-0.39143,-0.39136,-0.39135,-0.39111,-0.39103,-0.39076,-0.39041,-0.39035,-0.39033,-0.3903,-0.38999,-0.38987,-0.38983,-0.38973,-0.3893,-0.38869
0.94539,0.94739,0.94914,0.95163,0.95276,0.95379,0.95439,0.95572,0.95684,0.95657,0.95661,0.95662,0.95658,0.95645,0.95617,0.95576,0.95532,0.95488,0.95442,0.95398,0.954,0.95403,0.9537,0.95346,0.95331,0.9533,0.95332,0.95335,0.95336,0.95338,0.95331,0.9533,0.95323,0.95315,0.95307,0.95303,0.95294,0.95278,0.95272,0.95262,0.95226,0.95199,0.9513,0.95028,0.94847,0.94671,0.94659,0.94671,0.94683,0.94624,0.9462,0.94598,0.94575,0.94578,0.94558,0.9454,0.94544,0.94546,0.94531,0.94519,0.94509,0.94501,0.94495,0.94668,0.94894,0.94906,0.94861,0.94837,0.94837,0.94816,0.94795,0.94772,0.94608,0.9451,0.94394,0.94402,0.9437,0.94425,0.94463,0.94562,0.94646,0.94807,0.94687,0.94745,0.94772,0.94781,0.94797,0.94797,0.94804,0.94809,0.94812,0.94813,0.94813,0.94813,0.94812,0.94812,0.94811,0.94807,0.94803,0.948,0.94797,0.94795,0.94791,0.94788,0.94787,0.94785,0.94785,0.94784,0.9478,0.94779,0.94779,0.94779,0.94773,0.94772,0.94772,0.94772,0.94767,0.94765,0.9476,0.94755,0.94753,0.94748,0.94747
0.91,0.91148,0.91352,0.91676,0.92068,0.92113,0.92438,0.92455,0.92501,0.92508,0.92596,0.92572,0.9254,0.92568,0.92559,0.92535,0.92497,0.92484,0.92308,0.92408,0.92407,0.92403,0.92288,0.92195,0.92217,0.92161,0.9213,0.9213,0.92126,0.92123,0.92119,0.92119,0.92119,0.92114,0.9211,0.92107,0.92101,0.9209,0.92078,0.92076,0.92085,0.92077,0.92072,0.92062,0.92012,0.91992,0.91775,0.91679,0.9165,0.91482,0.91478,0.91394,0.91356,0.91316,0.91258,0.91216,0.91077,0.91071,0.91087,0.91033,0.90996,0.9097,0.90947,0.91293,0.91715,0.91547,0.91636,0.91576,0.91558,0.91489,0.91382,0.91252,0.91273,0.91171,0.91132,0.91125,0.91127,0.91155,0.91167,0.91309,0.91222,0.9131,0.9135,0.9137,0.91381,0.91398,0.91407,0.91406,0.91402,0.91401,0.91395,0.91393,0.91386,0.91377,0.91375,0.91369,0.91366,0.91366,0.91359,0.9135,0.91349,0.91344,0.91337,0.91333,0.91332,0.91328,0.91326,0.9132,0.91317,0.91316,0.91312,0.9131,0.91305,0.91302,0.91302,0.91301,0.91297,0.91297,0.91296,0.91296,0.91297,0.91297,0.91296
0.98638,0.98977,0.99132,0.99188,0.99337,0.99551,0.99563,0.99613,0.99645,0.99695,0.99732,0.99756,0.99776,0.9979,0.99807,0.99819,0.9986,0.99866,0.99876,0.99879,0.99887,0.99896,0.99895,0.99892,0.99891,0.99888,0.99887,0.99894,0.99898,0.99898,0.999,0.99899,0.99899,0.99899,0.999,0.99899,0.99899,0.99899,0.99898,0.9989,0.99836,0.99711,0.99522,0.99269,0.98995,0.9875,0.98677,0.98539,0.98421,0.98432,0.98275,0.98217,0.98081,0.97864,0.97901,0.97876,0.97789,0.97708,0.97656,0.97619,0.97492,0.97482,0.97429,0.97411,0.97363,0.9731,0.97298,0.97254,0.9724,0.9725,0.97341,0.97419,0.97583,0.97598,0.9772,0.97771,0.97789,0.97804,0.97809,0.97787,0.97788,0.97781,0.97791,0.97805,0.97816,0.97843,0.97859,0.97878,0.97912,0.97938,0.97958,0.97957,0.98029,0.98037,0.98063,0.98077,0.98138,0.98145,0.98173,0.98194,0.98199,0.98205,0.98223,0.98219,0.98275,0.98251,0.98272,0.98299,0.9832,0.98343,0.98383,0.98379,0.9838,0.98406,0.98425,0.98443,0.98476,0.98483,0.98527,0.98584,0.98661,0.98686,0.98756
0.26552,0.26558,0.26091,0.26085,0.25788,0.25592,0.25376,0.25201,0.25082,0.24582,0.24539,0.24326,0.24164,0.24071,0.23947,0.2395,0.23908,0.23811,0.23799,0.23791,0.23751,0.23711,0.23685,0.23664,0.23649,0.23649,0.23644,0.23625,0.23608,0.23588,0.23549,0.23548,0.23542,0.23518,0.23512,0.23495,0.23472,0.23468,0.23471,0.23475,0.2348,0.23484,0.23554,0.23757,0.23908,0.24011,0.23861,0.23963,0.23847,0.23565,0.23174,0.23166,0.22954,0.22741,0.22806,0.22444,0.22478,0.21972,0.21964,0.21824,0.21716,0.21634,0.21597,0.21389,0.21215,0.21549,0.21615,0.21734,0.21981,0.22105,0.22238,0.22503,0.22761,0.22908,0.22913,0.22997,0.23196,0.23353,0.23553,0.2406,0.2437,0.24609,0.24647,0.24756,0.24829,0.24953,0.2504,0.2511,0.25209,0.25213,0.25261,0.25274,0.25274,0.25318,0.25351,0.25375,0.25394,0.25406,0.25434,0.25436,0.25428,0.2544,0.2545,0.25454,0.25451,0.25452,0.25456,0.25458,0.2546,0.25462,0.25464,0.25464,0.25468,0.25472,0.25472,0.25474,0.25475,0.25474,0.25472,0.25471,0.25471,0.25468,0.25467
0.89954,0.9032,0.90576,0.90919,0.91156,0.9141,0.91712,0.91857,0.91884,0.91984,0.92093,0.92175,0.92312,0.92564,0.92571,0.92633,0.92623,0.92607,0.92585,0.92617,0.92608,0.92608,0.92597,0.92583,0.92565,0.92552,0.92549,0.92543,0.92537,0.92524,0.92521,0.92519,0.92512,0.92507,0.92477,0.9247,0.92444,0.92442,0.92444,0.92443,0.92411,0.92331,0.92211,0.91994,0.91644,0.9156,0.91587,0.91483,0.9149,0.91556,0.9163,0.91707,0.91733,0.91781,0.91789,0.91825,0.91864,0.91897,0.91896,0.91914,0.91918,0.91936,0.9197,0.92054,0.92068,0.91932,0.91732,0.91378,0.91401,0.91294,0.91181,0.90938,0.90971,0.90854,0.90818,0.90838,0.90985,0.91201,0.91176,0.91284,0.91382,0.9145,0.91491,0.91539,0.91579,0.9165,0.91708,0.91707,0.91714,0.91718,0.91715,0.91718,0.91718,0.9172,0.91723,0.91723,0.9172,0.91714,0.91716,0.91708,0.91711,0.91714,0.9171,0.91708,0.91708,0.91708,0.91706,0.91702,0.91698,0.91698,0.91695,0.9169,0.91684,0.91678,0.91674,0.91672,0.9167,0.91666,0.91664,0.91662,0.9166,0.91654,0.91648
0.98919,0.98953,0.9898,0.99024,0.99038,0.9905,0.99028,0.9898,0.98874,0.98785,0.98749,0.9869,0.98652,0.98617,0.98601,0.98573,0.98585,0.98591,0.98604,0.98624,0.98641,0.98653,0.98665,0.98672,0.98684,0.98693,0.98698,0.98702,0.98704,0.98708,0.98712,0.98712,0.98714,0.98718,0.98721,0.98724,0.98726,0.98729,0.9873,0.98741,0.98777,0.98917,0.98871,0.98911,0.99019,0.98971,0.99008,0.99014,0.99023,0.99026,0.99024,0.99026,0.99026,0.99026,0.99026,0.99027,0.99027,0.99028,0.99028,0.99028,0.99027,0.99026,0.99026,0.9903,0.99034,0.99047,0.9906,0.99143,0.99112,0.99154,0.99215,0.99272,0.99225,0.99257,0.99208,0.9916,0.99118,0.99083,0.99042,0.99011,0.98915,0.98931,0.9887,0.98799,0.98688,0.98686,0.98686,0.98706,0.98744,0.98737,0.98877,0.98877,0.98917,0.98909,0.98898,0.98922,0.98915,0.98922,0.98922,0.98922,0.98921,0.98921,0.98919,0.98917,0.98915,0.98915,0.98915,0.98915,0.98915,0.98915,0.98913,0.98911,0.98911,0.98913,0.98911,0.98911,0.9891,0.9891,0.9891,0.98906,0.98905,0.98907,0.98909
0.99952,0.99964,0.99965,0.99948,0.99911,0.99883,0.99866,0.99827,0.99795,0.99779,0.99771,0.99772,0.99774,0.99766,0.99892,0.99977,0.99999,0.99997,1,0.99999,0.99997,0.99995,0.99977,0.99956,0.99948,0.9994,0.99925,0.99908,0.99903,0.99902,0.999,0.99898,0.99896,0.99894,0.9989,0.99892,0.99891,0.9989,0.99886,0.99884,0.99886,0.99883,0.9986,0.99831,0.99689,0.99432,0.99323,0.99162,0.98851,0.98781,0.98678,0.98587,0.986,0.98484,0.98467,0.98432,0.98455,0.98492,0.98595,0.98632,0.98698,0.98795,0.9887,0.98966,0.98982,0.99047,0.99158,0.99164,0.99481,0.99754,0.99794,0.99807,0.99824,0.99838,0.9984,0.99846,0.9978,0.99586,0.99494,0.99579,0.99635,0.99647,0.99651,0.99665,0.99679,0.99736,0.99758,0.99791,0.99902,0.99951,0.99936,0.99923,0.99911,0.99896,0.99891,0.99874,0.99824,0.99768,0.99726,0.99722,0.99702,0.99738,0.99764,0.99767,0.99855,0.99892,0.99875,0.99879,0.99882,0.99878,0.99872,0.99866,0.99866,0.99866,0.99863,0.9986,0.99858,0.99669,0.99605,0.99703,0.99764,0.99754,0.99763
-0.93701,-0.93167,-0.92686,-0.92277,-0.91944,-0.91294,-0.91284,-0.90985,-0.90778,-0.90627,-0.90316,-0.89994,-0.89632,-0.89615,-0.89503,-0.89411,-0.89336,-0.89335,-0.89302,-0.89277,-0.89266,-0.89267,-0.8927,-0.89275,-0.89278,-0.89283,-0.89286,-0.89295,-0.89302,-0.89324,-0.89335,-0.89356,-0.89391,-0.894,-0.8943,-0.89436,-0.89466,-0.89503,-0.89539,-0.89568,-0.896,-0.89649,-0.89605,-0.89588,-0.91491,-0.93239,-0.93646,-0.94032,-0.9486,-0.95403,-0.96281,-0.96742,-0.96844,-0.97254,-0.97579,-0.98284,-0.98567,-0.98765,-0.98941,-0.99128,-0.99409,-0.99381,-1,-0.90542,-0.84806,-0.84743,-0.8728,-0.87534,-0.88023,-0.88169,-0.88135,-0.88021,-0.88016,-0.88036,-0.88237,-0.88795,-0.89097,-0.89585,-0.9022,-0.90275,-0.90759,-0.90793,-0.91482,-0.91021,-0.90928,-0.90808,-0.91194,-0.91418,-0.91548,-0.91537,-0.91648,-0.91648,-0.91618,-0.91667,-0.91667,-0.9169,-0.91688,-0.91698,-0.91704,-0.91706,-0.91704,-0.91704,-0.91703,-0.91702,-0.91706,-0.91729,-0.91752,-0.91752,-0.91755,-0.91755,-0.91756,-0.91759,-0.91759,-0.9176,-0.9176,-0.91763,-0.91767,-0.91771,-0.91771,-0.91771,-0.91768,-0.91765,-0.91765
0.8931,0.89724,0.8989,0.89906,0.8987,0.89844,0.89661,0.89492,0.8932,0.89217,0.89093,0.88994,0.88843,0.88808,0.88714,0.88652,0.88611,0.8857,0.9052,0.91174,0.91599,0.91833,0.91908,0.91924,0.91925,0.9193,0.91929,0.91918,0.91907,0.91889,0.9186,0.91867,0.91843,0.91824,0.91827,0.91809,0.91813,0.91811,0.91538,0.9143,0.91366,0.91277,0.91417,0.91568,0.89886,0.88145,0.86559,0.84711,0.8323,0.82077,0.80824,0.8085,0.8035,0.79831,0.79671,0.79763,0.79736,0.79161,0.79111,0.79161,0.79164,0.78959,0.78963,0.86934,0.8911,0.90038,0.91451,0.92885,0.93391,0.93217,0.92919,0.92375,0.92119,0.91984,0.9161,0.91209,0.90365,0.90216,0.90824,0.91149,0.91101,0.90983,0.90675,0.9067,0.90593,0.90512,0.90496,0.9049,0.90498,0.90508,0.90541,0.90534,0.90554,0.90593,0.90685,0.90695,0.9079,0.90741,0.90794,0.90789,0.90835,0.90838,0.90839,0.90911,0.90911,0.90908,0.909,0.90891,0.90883,0.90892,0.90895,0.90895,0.90898,0.90896,0.90895,0.90896,0.90898,0.90899,0.90904,0.9091,0.90641,0.90316,0.90001
