d10d10d10d10:1.0,1.2264456601779945,0.43078291609245434;
d10d10d10d10:1.0,1.2264456601779945,0.43078291609245434;
d10d10d10d10:1.0,1.2264456601779945,0.43078291609245434;
d10d10d10d10:1.0,1.2264456601779945,0.43078291609245434;
d16d16d16d16:1.0,2.2617630984737906,2.302585092994046;
d12d12d12d12:0.3,3.5935692743096115,2.995732273553991;d12d12d11d11:0.1,5.703782474656201,2.995732273553991;d11d11d11d12:0.1,5.480638923341991,2.995732273553991;d11d11d11d11:0.5,1.7382187023000253,1.8971199848858813;
d10d10d10d10:1.0,1.2264456601779945,0.43078291609245434;
d10d10d10d10:1.0,1.2264456601779945,0.43078291609245434;
d17d16d16d16:0.1,4.199705077879927,2.995732273553991;d16d16d16d16:0.7,2.2617630984737906,2.302585092994046;d17d17d17d17:0.2,2.746271413922408,2.302585092994046;
d10d9d9d9:0.1,3.158251203051766,2.995732273553991;d9d9d9d9:0.1,0.8381729526102031,2.302585092994046;d10d10d10d10:0.7,1.2264456601779945,0.43078291609245434;d9d10d10d10:0.1,3.0470255679415414,2.995732273553991;
d10d10d10d10:1.0,1.2264456601779945,0.43078291609245434;
d11d11d10d10:0.1,3.2399292340660333,2.995732273553991;d14d1d8d8:0.1,7.090076835776092,2.995732273553991;d10d10d10d10:0.4,1.2264456601779945,0.43078291609245434;d10d10d10d11:0.1,3.2188758248682006,2.995732273553991;d8d9d9d10:0.1,5.703782474656201,2.995732273553991;d8d13d14d14:0.1,7.090076835776092,2.995732273553991;d11d11d11d11:0.1,1.7382187023000253,1.8971199848858813;
d17d17d17d17:1.0,2.746271413922408,2.302585092994046;
d11d11d11d11:1.0,1.7382187023000253,1.8971199848858813;
d10d10d10d10:1.0,1.2264456601779945,0.43078291609245434;
d10d10d10d10:1.0,1.2264456601779945,0.43078291609245434;
d19d18d18d18:0.1,3.954582619846942,2.995732273553991;d19d19d20d20:0.1,5.0106352940962555,2.995732273553991;d19d19d19d19:0.2,3.5347287742866778,2.995732273553991;d18d18d18d18:0.1,2.962942450731,2.995732273553991;d20d20d20d19:0.1,4.787491742782046,2.995732273553991;d20d19d19d20:0.1,7.090076835776092,2.995732273553991;d19d18d19d19:0.1,6.396929655216146,2.995732273553991;d20d20d20d20:0.2,3.7578723256008875,2.995732273553991;
d9d9d9d9:1.0,0.8381729526102031,2.302585092994046;
d10d10d10d10:1.0,1.2264456601779945,0.43078291609245434;
d10d10d10d10:1.0,1.2264456601779945,0.43078291609245434;
