d9d9d9:0.7419354838709677,2.772588722239781,2.995732273553991;d10d10d10:0.22580645161290322,3.4265151896464454,2.995732273553991;d9d9d10:0.016129032258064516,4.451019506160833,2.995732273553991;d10d9d9:0.016129032258064516,5.0106352940962555,2.995732273553991;
d16d16d15:0.016129032258064516,2.772588722239781,2.302585092994046;d16d16d16:0.06451612903225806,1.499089855265235,1.8971199848858813;d15d15d15:0.9032258064516129,1.0617983155453934,1.0498221244986776;d15d16d16:0.016129032258064516,2.50510935710552,2.995732273553991;
d15d15d15:1.0,1.0617983155453934,1.0498221244986776;
d18d18d18:0.0967741935483871,1.5766480896111095,1.3862943611198906;d16d16d16:0.46774193548387094,1.499089855265235,1.8971199848858813;d16d16d17:0.016129032258064516,2.72062898330907,2.995732273553991;d17d18d18:0.016129032258064516,2.746271413922408,2.302585092994046;d18d17d17:0.016129032258064516,2.855970331178832,2.302585092994046;d19d19d18:0.016129032258064516,2.9792029716027804,1.8971199848858813;d18d19d19:0.016129032258064516,2.9311937524164198,2.302585092994046;d17d17d17:0.1774193548387097,1.5488132906176655,1.3862943611198906;d17d17d16:0.016129032258064516,2.772588722239781,2.995732273553991;d19d19d19:0.16129032258064516,2.0024805005437076,1.6094379124341003;
d11d11d11:1.0,2.327902900978336,2.302585092994046;
d15d15d15:1.0,1.0617983155453934,1.0498221244986776;
d17d17d17:1.0,1.5488132906176655,1.3862943611198906;
d18d18d18:0.3064516129032258,1.5766480896111095,1.3862943611198906;d17d18d18:0.016129032258064516,2.746271413922408,2.302585092994046;d20d20d20:0.04838709677419355,2.855970331178832,2.995732273553991;d19d20d20:0.016129032258064516,3.624340932976365,2.995732273553991;d19d18d18:0.03225806451612903,2.7996173946277008,1.8971199848858813;d18d18d19:0.03225806451612903,2.70805020110221,2.302585092994046;d18d17d17:0.016129032258064516,2.855970331178832,2.302585092994046;d19d19d18:0.03225806451612903,2.9792029716027804,1.8971199848858813;d18d19d19:0.016129032258064516,2.9311937524164198,2.302585092994046;d17d17d17:0.1774193548387097,1.5488132906176655,1.3862943611198906;d20d19d19:0.016129032258064516,3.5935692743096115,2.995732273553991;d19d19d19:0.2903225806451613,2.0024805005437076,1.6094379124341003;
d4d4d1:0.016129032258064516,5.703782474656201,2.995732273553991;d6d6d6:0.7741935483870968,3.2188758248682006,2.995732273553991;d6d6d5:0.016129032258064516,5.0106352940962555,2.995732273553991;d4d4d4:0.03225806451612903,3.7227810057896176,2.995732273553991;d5d5d4:0.016129032258064516,4.5251274783145545,2.995732273553991;d1d6d7:0.016129032258064516,6.396929655216146,2.995732273553991;d5d5d5:0.03225806451612903,3.5935692743096115,2.995732273553991;d7d7d6:0.016129032258064516,5.0106352940962555,2.995732273553991;d7d7d7:0.08064516129032258,3.8319802977546096,2.302585092994046;
d14d14d15:0.03225806451612903,2.4172480013141855,2.302585092994046;d15d15d15:0.7741935483870968,1.0617983155453934,1.0498221244986776;d14d14d14:0.16129032258064516,1.5448993912965292,1.6094379124341003;d15d14d14:0.03225806451612903,2.695627681103653,2.995732273553991;
d16d16d15:0.016129032258064516,2.772588722239781,2.302585092994046;d16d16d16:0.41935483870967744,1.499089855265235,1.8971199848858813;d17d16d16:0.016129032258064516,2.5902671654458267,2.995732273553991;d15d15d16:0.016129032258064516,2.5902671654458267,2.995732273553991;d14d14d15:0.016129032258064516,2.4172480013141855,2.302585092994046;d15d15d15:0.08064516129032258,1.0617983155453934,1.0498221244986776;d15d15d14:0.016129032258064516,2.515365857272709,2.995732273553991;d14d14d14:0.14516129032258066,1.5448993912965292,1.6094379124341003;d16d17d17:0.016129032258064516,2.6127400212978853,2.995732273553991;d17d17d17:0.25806451612903225,1.5488132906176655,1.3862943611198906;
d18d18d18:0.3709677419354839,1.5766480896111095,1.3862943611198906;d18d18d17:0.04838709677419355,2.695627681103653,2.995732273553991;d19d18d18:0.016129032258064516,2.7996173946277008,1.8971199848858813;d17d16d17:0.016129032258064516,4.787491742782046,2.995732273553991;d18d18d19:0.04838709677419355,2.70805020110221,2.302585092994046;d19d19d18:0.03225806451612903,2.9792029716027804,1.8971199848858813;d17d17d18:0.04838709677419355,2.8273969587347763,2.995732273553991;d17d17d17:0.27419354838709675,1.5488132906176655,1.3862943611198906;d18d17d18:0.016129032258064516,4.692181562977721,2.995732273553991;d19d19d19:0.12903225806451613,2.0024805005437076,1.6094379124341003;
d11d11d11:1.0,2.327902900978336,2.302585092994046;
d15d15d15:1.0,1.0617983155453934,1.0498221244986776;
d18d18d18:0.6290322580645161,1.5766480896111095,1.3862943611198906;d19d18d18:0.016129032258064516,2.7996173946277008,1.8971199848858813;d19d19d19:0.3548387096774194,2.0024805005437076,1.6094379124341003;
d14d14d14:1.0,1.5448993912965292,1.6094379124341003;
d7d7d7:1.0,3.8319802977546096,2.302585092994046;
d15d15d15:1.0,1.0617983155453934,1.0498221244986776;
d18d18d18:1.0,1.5766480896111095,1.3862943611198906;
d14d14d14:1.0,1.5448993912965292,1.6094379124341003;
