-0.35037,-0.35051,-0.35064,-0.35081,-0.35114,-0.35133,-0.35142,-0.35164,-0.35193,-0.3522,-0.35179,-0.34694,-0.34718,-0.34268,-0.33906,-0.32919,-0.32573,-0.31775,-0.31222,-0.30564,-0.30151,-0.30167,-0.29959,-0.29794,-0.29565,-0.29356,-0.28992,-0.29005,-0.28816,-0.28636,-0.28462,-0.28314,-0.28083,-0.28076,-0.28023,-0.2796,-0.27968,-0.27987,-0.28323,-0.28479,-0.28781,-0.29963,-0.30665,-0.30786,-0.31564,-0.32227,-0.3416,-0.34167,-0.35649,-0.37016,-0.38242,-0.39259,-0.39877,-0.40477,-0.40497,-0.40558,-0.40435,-0.40434,-0.40269,-0.40154
-0.45657,-0.45656,-0.45657,-0.45656,-0.45653,-0.45648,-0.4564,-0.45636,-0.45623,-0.45575,-0.45529,-0.4534,-0.45346,-0.45286,-0.45155,-0.44891,-0.44571,-0.44428,-0.44232,-0.4415,-0.4405,-0.44031,-0.43982,-0.4399,-0.44001,-0.43992,-0.44018,-0.44054,-0.44093,-0.44185,-0.44482,-0.44446,-0.44511,-0.44502,-0.44571,-0.44627,-0.4458,-0.44398,-0.44314,-0.44133,-0.44035,-0.43963,-0.4391,-0.43864,-0.43745,-0.43622,-0.43564,-0.4355,-0.43599,-0.43747,-0.44035,-0.44048,-0.44284,-0.44519,-0.44773,-0.44766,-0.44823,-0.44848,-0.44811,-0.44789
-0.44195,-0.4419,-0.4419,-0.44181,-0.44174,-0.44174,-0.4417,-0.44167,-0.44164,-0.44163,-0.44163,-0.44157,-0.44149,-0.44157,-0.44163,-0.44194,-0.44256,-0.44358,-0.44396,-0.44397,-0.44411,-0.44434,-0.44473,-0.44595,-0.44584,-0.4462,-0.44678,-0.44737,-0.44772,-0.44816,-0.44868,-0.44858,-0.44984,-0.45117,-0.45226,-0.45299,-0.45336,-0.45253,-0.4524,-0.4522,-0.45203,-0.45221,-0.45243,-0.45264,-0.45235,-0.45206,-0.45159,-0.45126,-0.44967,-0.44872,-0.44826,-0.44674,-0.44542,-0.44536,-0.44447,-0.44367,-0.44263,-0.44265,-0.44215,-0.44189
-0.51667,-0.51634,-0.51611,-0.5162,-0.51629,-0.51622,-0.51607,-0.51602,-0.51566,-0.51454,-0.50434,-0.47344,-0.45581,-0.44202,-0.43616,-0.39479,-0.39678,-0.38594,-0.3786,-0.37214,-0.35689,-0.34286,-0.33081,-0.31166,-0.31298,-0.30099,-0.29565,-0.29431,-0.28995,-0.28429,-0.28021,-0.27904,-0.2774,-0.27394,-0.27544,-0.27162,-0.27368,-0.28032,-0.28448,-0.29534,-0.30456,-0.31563,-0.33278,-0.34919,-0.36839,-0.38939,-0.42635,-0.43921,-0.44281,-0.45828,-0.4669,-0.46871,-0.47165,-0.47721,-0.4795,-0.48003,-0.48032,-0.48111,-0.48279,-0.48844
0.96736,0.96727,0.96736,0.96733,0.96731,0.96728,0.96728,0.96725,0.9672,0.96695,0.96627,0.96591,0.96532,0.96642,0.96638,0.9694,0.96935,0.96817,0.96755,0.96688,0.96733,0.96786,0.96661,0.96614,0.96621,0.96617,0.96608,0.96605,0.96622,0.96663,0.96943,0.96766,0.96971,0.9708,0.97096,0.97214,0.97123,0.97194,0.97392,0.96775,0.96839,0.96887,0.9684,0.9696,0.97079,0.97179,0.97285,0.97394,0.97366,0.973,0.97271,0.97204,0.97074,0.96984,0.96872,0.96791,0.96705,0.96639,0.96588,0.96518
0.061096,0.061189,0.061392,0.061641,0.061501,0.061579,0.061704,0.061517,0.060862,0.044152,0.028829,0.015362,0.0029383,-0.023483,-0.29406,-0.26802,-0.2937,-0.32904,-0.35551,-0.38207,-0.40415,-0.43616,-0.46191,-0.47937,-0.49009,-0.49091,-0.49334,-0.49755,-0.50318,-0.51007,-0.51718,-0.52171,-0.53247,-0.54054,-0.54752,-0.54752,-0.53584,-0.53418,-0.54971,-0.52981,-0.49139,-0.44727,-0.35218,-0.28297,-0.17694,-0.13804,-0.09185,-0.057822,-0.01452,-0.013538,-0.0036241,0.0041385,0.0050738,0.0085498,0.013413,0.02526,0.03084,0.03589,0.038462,0.03985
-0.30555,-0.30544,-0.30476,-0.3046,-0.30423,-0.30402,-0.3039,-0.3041,-0.30605,-0.33422,-0.36874,-0.38758,-0.38338,-0.35533,-0.36518,-0.39209,-0.40383,-0.41547,-0.42237,-0.42792,-0.43178,-0.43434,-0.43583,-0.43675,-0.43737,-0.43752,-0.43792,-0.43876,-0.43925,-0.43974,-0.43964,-0.44042,-0.44,-0.44025,-0.4403,-0.44067,-0.4411,-0.44134,-0.44154,-0.44167,-0.44176,-0.44187,-0.44188,-0.44192,-0.39077,-0.37093,-0.36573,-0.36301,-0.36192,-0.37053,-0.37571,-0.37178,-0.36575,-0.36449,-0.3461,-0.36974,-0.39437,-0.41632,-0.41558,-0.42278
-0.42135,-0.42129,-0.42141,-0.42158,-0.42171,-0.42216,-0.42217,-0.42279,-0.41453,-0.41092,-0.40467,-0.3678,-0.29766,-0.23209,-0.72483,-0.49232,-0.50731,-0.52154,-0.5032,-0.47441,-0.46159,-0.4827,-0.49692,-0.49225,-0.49925,-0.50176,-0.50565,-0.49936,-0.49062,-0.48337,-0.48941,-0.49583,-0.49834,-0.50384,-0.50471,-0.50142,-0.50386,-0.49694,-0.46086,-0.45576,-0.42378,-0.3773,-0.32068,-0.28517,-0.33537,-0.3871,-0.38433,-0.37833,-0.3786,-0.35744,-0.34086,-0.34108,-0.34032,-0.33958,-0.34754,-0.37742,-0.4174,-0.45061,-0.47691,-0.50002
0.97637,0.97648,0.97656,0.97657,0.97656,0.9766,0.9766,0.97659,0.97657,0.97638,0.97606,0.9752,0.97467,0.97384,0.97277,0.97107,0.97021,0.96925,0.96808,0.96741,0.96632,0.96437,0.96328,0.96123,0.96022,0.95972,0.95946,0.95947,0.95932,0.9591,0.95907,0.9591,0.95883,0.95841,0.95791,0.95749,0.95717,0.95766,0.95779,0.95791,0.95773,0.9581,0.95877,0.96031,0.96125,0.96222,0.96421,0.96563,0.96685,0.9682,0.96864,0.96909,0.969,0.96887,0.96903,0.96892,0.96872,0.96854,0.96837,0.9684
-0.96287,-0.96281,-0.96284,-0.96295,-0.96293,-0.9631,-0.96338,-0.96367,-0.96373,-0.9644,-0.96652,-0.96538,-0.96552,-0.96722,-0.96879,-0.97135,-0.97233,-0.97239,-0.97704,-0.97794,-0.97924,-0.9807,-0.97989,-0.97849,-0.97759,-0.97517,-0.97489,-0.9719,-0.97071,-0.96945,-0.96858,-0.96744,-0.967,-0.96769,-0.96886,-0.97013,-0.98312,-0.98644,-0.99171,-0.99451,-1,-0.99356,-0.98834,-0.98268,-0.9778,-0.97266,-0.97094,-0.96747,-0.96685,-0.9653,-0.97085,-0.97356,-0.97543,-0.97685,-0.97741,-0.97849,-0.97888,-0.97946,-0.97972,-0.98005
