-0.36332,-0.36267,-0.36252,-0.36161,-0.3602,-0.35887,-0.35701,-0.35682,-0.35325,-0.34919,-0.34106,-0.33392,-0.31378,-0.29861,-0.2985,-0.2902,-0.28079,-0.27958,-0.27786,-0.27374,-0.27363,-0.27289,-0.27287,-0.27208,-0.27185,-0.27337,-0.27457,-0.28105,-0.27763,-0.27864,-0.28093,-0.2847,-0.29286,-0.30369,-0.31722,-0.33192,-0.34877,-0.3688,-0.37256,-0.38513
-0.45385,-0.45395,-0.45407,-0.45422,-0.45446,-0.45456,-0.45487,-0.45593,-0.45845,-0.46132,-0.46356,-0.47557,-0.47249,-0.47508,-0.47681,-0.48217,-0.48513,-0.48722,-0.48891,-0.49012,-0.49181,-0.49373,-0.49475,-0.49488,-0.49497,-0.4956,-0.49626,-0.49317,-0.48808,-0.4857,-0.48342,-0.4827,-0.48244,-0.48795,-0.48986,-0.4896,-0.48908,-0.48712,-0.48241,-0.47841
-0.45629,-0.45629,-0.45618,-0.456,-0.45582,-0.45581,-0.45585,-0.45591,-0.45579,-0.45569,-0.45559,-0.45044,-0.45013,-0.4471,-0.44743,-0.44708,-0.44694,-0.44684,-0.44713,-0.44717,-0.44729,-0.44742,-0.44756,-0.44791,-0.44859,-0.44656,-0.44376,-0.44549,-0.44888,-0.44763,-0.44908,-0.44821,-0.4481,-0.44779,-0.4477,-0.44792,-0.44833,-0.44947,-0.4508,-0.45191
-0.48152,-0.47906,-0.4779,-0.47739,-0.47728,-0.47627,-0.4767,-0.47573,-0.47878,-0.47903,-0.48142,-0.48599,-0.48443,-0.48673,-0.48488,-0.48237,-0.48093,-0.47169,-0.46869,-0.46852,-0.46668,-0.46488,-0.46392,-0.46014,-0.45029,-0.456,-0.45829,-0.46044,-0.46556,-0.46238,-0.45811,-0.46197,-0.46044,-0.44863,-0.449,-0.44647,-0.44713,-0.44803,-0.45375,-0.46541
0.93898,0.93899,0.93896,0.9389,0.93868,0.93859,0.93814,0.93792,0.93731,0.93761,0.93754,0.93717,0.93774,0.93854,0.93867,0.93942,0.94012,0.94187,0.94177,0.9434,0.94623,0.94425,0.94586,0.94698,0.94788,0.94869,0.94944,0.9498,0.94941,0.94955,0.94952,0.94967,0.94957,0.94943,0.94875,0.94827,0.94759,0.94706,0.94669,0.94633
0.081448,0.081356,0.081387,0.081433,0.081866,0.082917,0.084185,0.085314,0.08638,0.08669,0.089952,0.089921,0.090478,0.090493,0.090323,0.089303,0.088823,0.087354,0.085917,0.083721,0.082036,0.07749,0.070471,0.060267,0.060251,0.057793,0.057036,0.058365,0.059818,0.063328,0.0669,0.06894,0.073069,0.074012,0.077861,0.078634,0.080412,0.080335,0.079609,0.078186
-0.365,-0.36496,-0.36462,-0.36339,-0.36217,-0.35987,-0.35614,-0.35368,-0.34895,-0.35038,-0.34655,-0.34715,-0.34547,-0.34603,-0.34666,-0.34714,-0.34805,-0.34798,-0.34832,-0.34826,-0.34808,-0.3482,-0.34815,-0.34811,-0.34812,-0.34814,-0.34806,-0.34829,-0.34894,-0.34922,-0.34971,-0.34998,-0.3516,-0.35125,-0.35214,-0.3542,-0.35624,-0.35869,-0.36015,-0.35898
-0.40779,-0.40985,-0.4124,-0.41444,-0.42349,-0.43122,-0.46018,-0.48548,-0.50059,-0.49801,-0.50268,-0.49806,-0.49524,-0.49405,-0.49443,-0.49138,-0.48801,-0.48872,-0.48414,-0.45681,-0.42987,-0.43134,-0.43562,-0.44077,-0.44122,-0.44336,-0.44567,-0.44829,-0.45184,-0.46872,-0.48102,-0.47572,-0.49258,-0.51477,-0.52796,-0.53903,-0.52086,-0.48623,-0.44004,-0.38978
0.94616,0.94618,0.94621,0.94624,0.94626,0.94612,0.94621,0.94632,0.94702,0.94728,0.94984,0.96419,0.97823,0.98341,0.98768,0.98814,0.99099,0.99032,0.99046,0.99024,0.99023,0.99023,0.99003,0.98959,0.98932,0.99561,1,0.98942,0.97407,0.9626,0.96268,0.96217,0.96257,0.96396,0.96489,0.96274,0.96212,0.96017,0.95555,0.95691
-1,-0.99998,-0.99912,-0.96886,-0.95444,-0.93123,-0.90139,-0.8745,-0.90069,-0.89185,-0.85737,-0.77003,-0.68766,-0.62107,-0.57429,-0.54729,-0.53852,-0.52922,-0.53308,-0.53125,-0.53038,-0.53076,-0.53308,-0.53618,-0.53793,-0.47144,-0.39853,-0.41411,-0.46894,-0.55163,-0.60815,-0.66473,-0.7587,-0.79408,-0.83393,-0.86189,-0.88373,-0.9102,-0.91745,-0.91863
-0.57577,-0.57652,-0.58017,-0.55507,-0.52246,-0.50507,-0.48996,-0.48021,-0.4808,-0.47019,-0.47022,-0.46656,-0.46281,-0.46058,-0.45899,-0.45785,-0.45672,-0.45596,-0.45564,-0.45578,-0.45585,-0.45557,-0.45536,-0.45514,-0.45516,-0.45498,-0.45459,-0.45466,-0.45454,-0.45439,-0.45432,-0.45424,-0.48856,-0.5206,-0.53111,-0.53266,-0.53074,-0.53218,-0.53786,-0.55069
-0.3338,-0.33509,-0.36209,-0.39006,-0.42513,-0.46757,-0.48607,-0.4915,-0.41993,-0.42875,-0.4127,-0.4065,-0.40269,-0.38482,-0.38349,-0.38489,-0.39176,-0.38571,-0.38704,-0.38962,-0.3884,-0.39092,-0.39917,-0.40408,-0.40026,-0.40561,-0.37921,-0.3624,-0.38569,-0.44543,-0.50252,-0.53072,-0.5092,-0.45788,-0.45271,-0.46255,-0.45676,-0.45534,-0.4617,-0.47419
0.97545,0.9754,0.97537,0.97528,0.97519,0.97515,0.97505,0.975,0.975,0.97497,0.97488,0.97466,0.97406,0.97248,0.97039,0.96874,0.96908,0.9692,0.96694,0.96682,0.96699,0.96713,0.96642,0.96591,0.96582,0.96578,0.96617,0.96617,0.96716,0.96882,0.96767,0.96739,0.96827,0.96861,0.96878,0.96868,0.96857,0.9686,0.96863,0.96886
0.028479,0.028757,0.028757,0.02885,0.029716,0.030984,0.033025,0.035282,0.035065,0.038776,0.038189,0.042069,0.041822,0.040678,0.038683,0.035993,0.033705,0.031556,0.033257,0.031509,0.03018,0.030458,0.031015,0.031726,0.031494,0.033875,0.035993,0.039333,0.04091,0.041698,0.043925,0.044172,0.045053,0.04244,0.038482,0.036148,0.033736,0.033535,0.032437,0.031973
