-0.35983,-0.3566,-0.35656,-0.35844,-0.36034,-0.36035,-0.35999,-0.3595,-0.35991,-0.36134,-0.36106,-0.36045,-0.36096,-0.36047,-0.36055,-0.36125,-0.36192,-0.36329,-0.36512,-0.36535
-0.44728,-0.44571,-0.44354,-0.44204,-0.43982,-0.4392,-0.44012,-0.44057,-0.44047,-0.43837,-0.4395,-0.43831,-0.43796,-0.43772,-0.43742,-0.43742,-0.43829,-0.43885,-0.44096,-0.44327
-0.46944,-0.46962,-0.47299,-0.47396,-0.47417,-0.47502,-0.47596,-0.47571,-0.47538,-0.47572,-0.47567,-0.47552,-0.47535,-0.47534,-0.47559,-0.47539,-0.47551,-0.47552,-0.4752,-0.47485
-0.43273,-0.39889,-0.34035,-0.30557,-0.30673,-0.27924,-0.28108,-0.27998,-0.27796,-0.27908,-0.27926,-0.28092,-0.28073,-0.27994,-0.2822,-0.29216,-0.3072,-0.33194,-0.34799,-0.34635
0.96897,0.96152,0.9645,0.96719,0.96464,0.96486,0.96382,0.96342,0.96336,0.96309,0.96301,0.9632,0.9632,0.96393,0.96602,0.96794,0.96881,0.9703,0.97072,0.97064
-0.10923,-0.12084,-0.10573,-0.09536,-0.096104,-0.10109,-0.10187,-0.11997,-0.1453,-0.19082,-0.19956,-0.08464,-0.066415,-0.028778,-0.0042039,0.00078378,-0.00091045,-0.0042672,-0.0019713,0.0036497
-0.3446,-0.38585,-0.40528,-0.42593,-0.43572,-0.44402,-0.45009,-0.4527,-0.45542,-0.45934,-0.46126,-0.43569,-0.42668,-0.42695,-0.41566,-0.38943,-0.35986,-0.33509,-0.32335,-0.32538
-0.5426,-0.58695,-0.54917,-0.51958,-0.50113,-0.49225,-0.47844,-0.46806,-0.45043,-0.40777,-0.36476,-0.40442,-0.46358,-0.51108,-0.52185,-0.49242,-0.46545,-0.44676,-0.41932,-0.4167
0.96779,0.96965,0.96958,0.97045,0.96866,0.9677,0.96737,0.9664,0.96588,0.96586,0.96469,0.96472,0.96507,0.96555,0.96608,0.96692,0.96783,0.96757,0.96811,0.96803
-1,-0.99761,-0.99392,-0.98404,-0.98228,-0.981,-0.98258,-0.98527,-0.98825,-0.98896,-0.98865,-0.99414,-0.9877,-0.98287,-0.97558,-0.96654,-0.96005,-0.95381,-0.95413,-0.95445
-0.60407,-0.60926,-0.61868,-0.58681,-0.58065,-0.60725,-0.60963,-0.58132,-0.58128,-0.57273,-0.5356,-0.55865,-0.55175,-0.52209,-0.51191,-0.49668,-0.48909,-0.49248,-0.48584,-0.47666
-0.57238,-0.57917,-0.58301,-0.57793,-0.58269,-0.59021,-0.59835,-0.59619,-0.59178,-0.5879,-0.57671,-0.58454,-0.57957,-0.55007,-0.51552,-0.50585,-0.49857,-0.49135,-0.48809,-0.48329
1,0.99983,0.99986,0.99973,0.99951,0.99894,0.99766,0.99743,0.99669,0.99683,0.99661,0.99639,0.99637,0.99641,0.99641,0.99628,0.99612,0.99609,0.99615,0.99609
0.0083682,0.0095558,0.015668,0.012738,0.020988,0.016444,0.015731,0.013562,0.011313,0.014053,0.013815,0.013815,0.014163,0.014638,0.015668,0.017045,0.018233,0.018233,0.019737,0.021146
-0.42339,-0.42452,-0.42451,-0.42626,-0.42763,-0.42779,-0.42826,-0.43204,-0.43299,-0.43593,-0.43883,-0.44612,-0.44601,-0.44756,-0.44856,-0.44968,-0.45105,-0.45246,-0.45273,-0.45277
-0.45126,-0.44802,-0.44548,-0.4449,-0.44394,-0.4436,-0.44321,-0.44321,-0.44275,-0.44161,-0.44038,-0.43992,-0.43895,-0.43853,-0.43619,-0.437,-0.43375,-0.4338,-0.43442,-0.43512
0.99625,0.99634,0.99629,0.99569,0.99525,0.99495,0.99463,0.99438,0.99439,0.99439,0.99428,0.99438,0.99447,0.99465,0.99474,0.9949,0.99512,0.9953,0.99544,0.99549
-0.96358,-0.96279,-0.96543,-0.96895,-0.97096,-0.97804,-0.97823,-0.97934,-0.97924,-0.98041,-0.98121,-0.9806,-0.98068,-0.98018,-0.97874,-0.97552,-0.97709,-0.97563,-0.97433,-0.97416
-0.45832,-0.45811,-0.45643,-0.45381,-0.44617,-0.44573,-0.44737,-0.44595,-0.44866,-0.44884,-0.44982,-0.45043,-0.45198,-0.45466,-0.45749,-0.4573,-0.45718,-0.45992,-0.46426,-0.46214
-0.42183,-0.4171,-0.41448,-0.41363,-0.41169,-0.41151,-0.41058,-0.4097,-0.40941,-0.4084,-0.40759,-0.40566,-0.40403,-0.40265,-0.40134,-0.40019,-0.40014,-0.40035,-0.40161,-0.40661
