-0.28769,-0.2954,-0.30043,-0.30466,-0.30743,-0.30917,-0.30998,-0.30994,-0.31,-0.30993,-0.30938,-0.30828,-0.30797,-0.30845,-0.30937,-0.3108,-0.32041,-0.32143,-0.32665,-0.33139
-0.3516,-0.34453,-0.33882,-0.33369,-0.32901,-0.32445,-0.3229,-0.32182,-0.32085,-0.31981,-0.32004,-0.31995,-0.32074,-0.32141,-0.3233,-0.32953,-0.33231,-0.33849,-0.34355,-0.35085
-0.3738,-0.37509,-0.3758,-0.37634,-0.37692,-0.37877,-0.37832,-0.37824,-0.37853,-0.37928,-0.37968,-0.38029,-0.38026,-0.38085,-0.38216,-0.38308,-0.38257,-0.38176,-0.38104,-0.3803
-0.36686,-0.35946,-0.35864,-0.34977,-0.34396,-0.33192,-0.32805,-0.32647,-0.32737,-0.33138,-0.33128,-0.34497,-0.35185,-0.36863,-0.38425,-0.40091,-0.41515,-0.41431,-0.42189,-0.426
0.93302,0.93128,0.92757,0.92444,0.92408,0.92068,0.91404,0.90862,0.90867,0.91292,0.91212,0.91491,0.92001,0.92708,0.93518,0.94443,0.94595,0.94876,0.95064,0.95146
0.10418,0.09896,0.085491,0.088515,0.091126,0.10175,0.10076,0.085122,-0.034314,-0.12453,-0.17184,-0.067729,-0.062624,-0.036704,-0.0078778,0.014561,0.033547,0.049495,0.061725,0.07242
-0.35128,-0.35564,-0.35923,-0.36036,-0.36228,-0.36367,-0.36301,-0.36424,-0.3652,-0.36586,-0.36641,-0.30049,-0.26943,-0.25133,-0.23684,-0.22991,-0.23279,-0.23728,-0.23024,-0.22616
-0.36805,-0.36054,-0.35962,-0.35822,-0.35877,-0.35692,-0.32927,-0.32738,-0.30351,-0.26878,-0.22951,-0.19987,-0.20667,-0.24303,-0.28807,-0.32632,-0.32974,-0.3204,-0.31313,-0.2957
0.93196,0.93308,0.93161,0.93193,0.93313,0.9333,0.9326,0.93187,0.92951,0.92709,0.92674,0.92659,0.9273,0.92814,0.92988,0.93111,0.93516,0.93888,0.94313,0.94769
-0.99192,-1,-0.99963,-0.9913,-0.9805,-0.97182,-0.97246,-0.97876,-0.98637,-0.98835,-0.9884,-0.98876,-0.98606,-0.98051,-0.97747,-0.97638,-0.9688,-0.96111,-0.95191,-0.94236
-0.4455,-0.44772,-0.43359,-0.41408,-0.40245,-0.39792,-0.39423,-0.39294,-0.39115,-0.38756,-0.38592,-0.38436,-0.37934,-0.37884,-0.37675,-0.3755,-0.37507,-0.37492,-0.37479,-0.37419
-0.38392,-0.39245,-0.39179,-0.392,-0.39075,-0.3874,-0.38649,-0.38871,-0.39139,-0.38996,-0.38907,-0.38825,-0.38463,-0.38058,-0.37743,-0.37752,-0.38041,-0.38358,-0.39872,-0.42082
0.99895,0.99785,0.9985,0.99881,0.99895,0.99895,0.99914,0.99917,0.99954,1,0.99988,0.9999,0.99981,0.99981,0.99978,0.99959,0.99835,0.99864,0.99873,0.99863
0.062787,0.059718,0.062182,0.063672,0.065265,0.072051,0.067596,0.071387,0.073114,0.070694,0.068658,0.061459,0.062093,0.062418,0.062742,0.064365,0.066121,0.068304,0.07093,0.072258
-0.3592,-0.35296,-0.35254,-0.3513,-0.35075,-0.35037,-0.34603,-0.34565,-0.34383,-0.34155,-0.33992,-0.33936,-0.34085,-0.34003,-0.34099,-0.34158,-0.34223,-0.34415,-0.34697,-0.34926
-0.37661,-0.37363,-0.37049,-0.36641,-0.36283,-0.36399,-0.36229,-0.36119,-0.35921,-0.35718,-0.35499,-0.34812,-0.34919,-0.34835,-0.34857,-0.3484,-0.34992,-0.35024,-0.35322,-0.35307
0.99854,0.99841,0.99851,0.99894,0.99951,0.99625,0.99484,0.99248,0.99326,0.99398,0.99448,0.99324,0.99258,0.99223,0.99203,0.99202,0.99212,0.99221,0.99234,0.99255
-0.84042,-0.84694,-0.84786,-0.84895,-0.84886,-0.84857,-0.84741,-0.84563,-0.84311,-0.84452,-0.84356,-0.84643,-0.84531,-0.84722,-0.84669,-0.84482,-0.84194,-0.84089,-0.83399,-0.82934
-0.29938,-0.29282,-0.28474,-0.28447,-0.28262,-0.28137,-0.28078,-0.28115,-0.28208,-0.28291,-0.28351,-0.28381,-0.28314,-0.28447,-0.28511,-0.29204,-0.29277,-0.29723,-0.30632,-0.32127
-0.6899,-0.58056,-0.53239,-0.48245,-0.4382,-0.40894,-0.38829,-0.37595,-0.36012,-0.36021,-0.35267,-0.34704,-0.3426,-0.34026,-0.34007,-0.3408,-0.34127,-0.34165,-0.34419,-0.34596
