-0.3018,-0.29878,-0.2956,-0.28998,-0.28636,-0.27838,-0.27479,-0.26882,-0.26596,-0.26362,-0.26119,-0.26122,-0.26146,-0.26233,-0.26381,-0.26518,-0.26808,-0.26698,-0.27038,-0.26991,-0.2698,-0.27392,-0.27337,-0.27423,-0.27539,-0.27907,-0.28342,-0.29074,-0.29063
-0.34969,-0.36009,-0.3651,-0.36815,-0.37008,-0.37209,-0.37582,-0.37869,-0.38136,-0.3845,-0.38581,-0.39242,-0.39012,-0.39305,-0.39691,-0.39891,-0.39603,-0.39241,-0.39108,-0.38909,-0.38711,-0.38034,-0.37969,-0.3755,-0.37215,-0.36778,-0.36688,-0.36098,-0.36161
-0.34104,-0.34397,-0.34182,-0.34201,-0.34117,-0.34175,-0.34319,-0.34222,-0.34128,-0.34045,-0.33976,-0.33895,-0.33869,-0.33789,-0.3368,-0.33451,-0.33846,-0.34314,-0.34228,-0.34224,-0.34217,-0.3421,-0.34202,-0.34215,-0.34173,-0.34145,-0.34115,-0.34112,-0.34116
-0.37721,-0.3767,-0.3723,-0.36064,-0.36223,-0.35669,-0.35244,-0.34658,-0.34594,-0.34222,-0.33994,-0.33671,-0.33488,-0.33287,-0.33207,-0.33461,-0.33699,-0.34651,-0.34434,-0.34632,-0.34814,-0.34878,-0.35036,-0.35371,-0.35618,-0.36046,-0.3642,-0.36488,-0.36717
0.91339,0.91203,0.9121,0.91286,0.91285,0.91299,0.91325,0.91447,0.91523,0.9163,0.91701,0.91742,0.91948,0.91937,0.91977,0.91997,0.91986,0.91958,0.919,0.91917,0.91932,0.91942,0.91986,0.92004,0.92046,0.92064,0.9208,0.92056,0.92035
0.12285,0.13144,0.13412,0.13753,0.14229,0.14231,0.14178,0.13959,0.14011,0.14019,0.14029,0.13995,0.14114,0.14074,0.14085,0.1411,0.13997,0.13886,0.13764,0.13723,0.13666,0.13536,0.13495,0.13401,0.13241,0.13195,0.13234,0.13269,0.13259
-0.3422,-0.3422,-0.3422,-0.3422,-0.3422,-0.3422,-0.3422,-0.3422,-0.3422,-0.3422,-0.3422,-0.3422,-0.3422,-0.3422,-0.3422,-0.3422,-0.3422,-0.3422,-0.3422,-0.3422,-0.3422,-0.3422,-0.3422,-0.3422,-0.3422,-0.3422,-0.3422,-0.3422,-0.3422
-0.13191,-0.12673,-0.12299,-0.12516,-0.12066,-0.11117,-0.13387,-0.159,-0.16088,-0.14378,-0.12714,-0.12111,-0.10959,-0.10819,-0.098347,-0.099846,-0.089136,-0.082337,-0.087945,-0.10628,-0.12664,-0.13111,-0.1255,-0.12547,-0.12544,-0.13234,-0.1415,-0.1413,-0.14161
0.95443,0.96979,0.97432,0.97292,0.97381,0.97379,0.97278,0.97327,0.97536,0.97813,0.97901,0.98186,0.9837,0.98699,0.99643,1,0.97997,0.97153,0.96833,0.962,0.95691,0.95748,0.95464,0.95501,0.95422,0.95356,0.95295,0.952,0.95158
-0.70285,-0.59115,-0.54045,-0.50211,-0.4784,-0.44976,-0.44792,-0.42481,-0.39688,-0.37263,-0.34618,-0.32462,-0.3253,-0.3067,-0.2768,-0.21564,-0.35029,-0.40811,-0.45198,-0.55773,-0.60248,-0.64741,-0.6822,-0.71076,-0.73686,-0.75684,-0.77087,-0.78096,-0.79143
-0.3422,-0.3422,-0.3422,-0.3422,-0.3422,-0.3422,-0.3422,-0.3422,-0.3422,-0.3422,-0.3422,-0.3422,-0.3422,-0.3422,-0.3422,-0.3422,-0.3422,-0.3422,-0.3422,-0.3422,-0.3422,-0.3422,-0.3422,-0.3422,-0.3582,-0.37832,-0.39709,-0.40083,-0.4024
-0.40746,-0.55979,-0.25224,-0.33111,-0.30391,-0.27533,-0.2999,-0.63689,-0.61431,-0.522,-0.49225,-0.4411,-0.4218,-0.54471,0.486,0.7032,0.79972,-0.99833,-1,-0.84106,-0.77848,-0.70715,-0.64566,-0.60563,-0.58323,-0.56436,-0.5269,-0.52599,-0.51352
0.94744,0.94746,0.94736,0.94681,0.94653,0.94631,0.94537,0.94586,0.94437,0.94372,0.94325,0.94323,0.943,0.94231,0.94156,0.94109,0.94146,0.94159,0.94173,0.94292,0.94262,0.94362,0.94419,0.94421,0.94416,0.94414,0.94411,0.94419,0.94437
0.16565,0.16262,0.16136,0.16184,0.16171,0.16167,0.16137,0.16171,0.1621,0.16325,0.16306,0.16429,0.16488,0.16482,0.16359,0.16142,0.15006,0.13953,0.13792,0.14091,0.13772,0.13819,0.14197,0.1411,0.13994,0.14682,0.14518,0.14817,0.14939
-0.34927,-0.34955,-0.34943,-0.34959,-0.34944,-0.349,-0.34951,-0.34935,-0.34956,-0.35039,-0.35085,-0.35212,-0.35195,-0.35222,-0.353,-0.35344,-0.35338,-0.35319,-0.35316,-0.35328,-0.35356,-0.35405,-0.35423,-0.35491,-0.3565,-0.3565,-0.35666,-0.35638,-0.35609
-0.36018,-0.37276,-0.37794,-0.37973,-0.3835,-0.38638,-0.38856,-0.39178,-0.39205,-0.39184,-0.39165,-0.39458,-0.3928,-0.39191,-0.39097,-0.39001,-0.37985,-0.37656,-0.37573,-0.36981,-0.37257,-0.3706,-0.36934,-0.36314,-0.36306,-0.36115,-0.35967,-0.35823,-0.35843
