-0.31131,-0.30656,-0.29755,-0.2814,-0.28121,-0.27658,-0.27419,-0.27372,-0.27477,-0.27444,-0.27447,-0.27396,-0.27368,-0.27343,-0.27354,-0.27402,-0.27457,-0.27897,-0.28252,-0.28866,-0.30173
-0.39565,-0.39377,-0.38847,-0.38425,-0.37967,-0.37624,-0.37398,-0.37382,-0.37901,-0.38406,-0.39162,-0.39019,-0.3893,-0.39039,-0.38972,-0.38838,-0.38777,-0.38781,-0.38828,-0.38704,-0.38952
-0.40222,-0.40262,-0.40234,-0.40235,-0.40243,-0.40338,-0.40507,-0.40686,-0.40743,-0.40325,-0.40161,-0.40131,-0.40133,-0.40188,-0.40201,-0.40262,-0.4033,-0.40429,-0.4054,-0.40532,-0.40472
-0.52509,-0.53911,-0.56181,-0.56388,-0.5725,-0.57668,-0.57345,-0.57277,-0.56963,-0.57634,-0.57261,-0.56798,-0.56647,-0.56491,-0.56222,-0.55795,-0.55637,-0.55737,-0.55777,-0.55396,-0.54651
0.96407,0.96725,0.9683,0.97204,0.98022,0.99341,0.99471,1,0.9963,0.9715,0.95699,0.95917,0.95911,0.96052,0.96182,0.96483,0.96617,0.96681,0.96682,0.96924,0.96864
-0.13141,-0.18943,-0.24446,-0.30422,-0.35589,-0.38691,-0.40705,-0.42748,-0.41967,-0.32959,-0.33189,-0.36215,-0.45195,-0.28274,-0.28306,-0.233,-0.19193,-0.15247,-0.11821,-0.087995,-0.055966
-0.3491,-0.35896,-0.37056,-0.37886,-0.38491,-0.38934,-0.3925,-0.39396,-0.39534,-0.39702,-0.39796,-0.39872,-0.39924,-0.32778,-0.29949,-0.27367,-0.25435,-0.24316,-0.238,-0.23761,-0.24124
-0.39881,-0.42634,-0.40318,-0.41889,-0.44267,-0.44879,-0.44342,-0.46422,-0.51569,-0.53959,-0.48927,-0.4457,-0.46487,-0.40845,-0.35148,-0.30676,-0.26729,-0.25867,-0.25731,-0.26061,-0.26232
0.9524,0.94792,0.94237,0.94183,0.94042,0.94001,0.94001,0.94149,0.94246,0.94441,0.94621,0.94686,0.94771,0.94889,0.94839,0.95022,0.95013,0.95031,0.95123,0.95359,0.95462
-0.94786,-0.97599,-0.98923,-0.99678,-0.99879,-1,-0.99918,-0.99714,-0.98651,-0.98385,-0.98468,-0.98337,-0.98076,-0.98111,-0.97909,-0.97605,-0.97151,-0.96755,-0.96375,-0.96537,-0.95798
-0.4006,-0.41176,-0.41704,-0.41099,-0.40987,-0.40718,-0.40803,-0.40722,-0.40639,-0.40667,-0.40464,-0.40548,-0.40589,-0.40515,-0.40462,-0.40476,-0.4032,-0.40438,-0.40362,-0.40321,-0.40271
-0.35549,-0.40939,-0.44639,-0.43494,-0.42262,-0.41711,-0.41144,-0.40633,-0.40716,-0.41501,-0.40235,-0.39482,-0.40045,-0.41124,-0.43547,-0.4545,-0.44949,-0.42299,-0.40292,-0.39118,-0.35453
0.99682,0.99651,0.99608,0.99679,0.99708,0.9971,0.9971,0.99707,0.99685,0.99684,0.9977,0.99784,0.9979,0.99825,0.99859,0.99856,0.9987,0.99873,0.99867,0.99858,0.99853
0.035431,0.036807,0.04089,0.054212,0.053759,0.060851,0.060231,0.060715,0.058794,0.061183,0.059475,0.058885,0.057721,0.057297,0.056677,0.057055,0.056753,0.056556,0.055664,0.054983,0.053592
-0.40915,-0.40349,-0.40009,-0.39804,-0.39347,-0.38843,-0.3887,-0.38652,-0.38434,-0.38199,-0.38354,-0.38267,-0.3828,-0.38303,-0.3844,-0.38539,-0.38692,-0.38736,-0.38784,-0.38767,-0.38789
-0.42464,-0.42555,-0.42383,-0.42323,-0.42302,-0.42256,-0.4222,-0.42232,-0.4254,-0.43719,-0.4424,-0.44015,-0.44035,-0.43646,-0.43316,-0.43467,-0.43129,-0.42864,-0.42718,-0.42615,-0.42756
0.99534,0.98999,0.99416,0.99158,0.98678,0.9868,0.98563,0.98592,0.98641,0.98639,0.98745,0.98722,0.98851,0.98917,0.98935,0.98981,0.99038,0.99035,0.9914,0.99124,0.99239
-0.85752,-0.86404,-0.86727,-0.86709,-0.86768,-0.86753,-0.86703,-0.8669,-0.86664,-0.86492,-0.86183,-0.85909,-0.8597,-0.85829,-0.8574,-0.85628,-0.8556,-0.85472,-0.85357,-0.85144,-0.85014
-0.30354,-0.29906,-0.29234,-0.29326,-0.28865,-0.28972,-0.2907,-0.28851,-0.28712,-0.28507,-0.28385,-0.28314,-0.28261,-0.28214,-0.28184,-0.28223,-0.28333,-0.28585,-0.28528,-0.28816,-0.29058
-0.37024,-0.37072,-0.37298,-0.37545,-0.37588,-0.37771,-0.37872,-0.37967,-0.38238,-0.39804,-0.39236,-0.39316,-0.39299,-0.39221,-0.3909,-0.38935,-0.38843,-0.38749,-0.38722,-0.38712,-0.49222
