-0.45605,-0.45605,-0.45605,-0.33689,-0.33404,-0.33388,-0.33377,-0.33373,-0.33356,-0.33336,-0.33334,-0.33325,-0.3332,-0.33324,-0.33325,-0.33322,-0.33315,-0.333,-0.33268,-0.33155,-0.33089,-0.33085,-0.32853,-0.3277,-0.32908,-0.33098,-0.33327,-0.33265,-0.33122,-0.33106,-0.33149,-0.33183,-0.33103,-0.3304,-0.33033,-0.33052,-0.33061,-0.33051,-0.33072,-0.33251,-0.33837,-0.3423,-0.34137,-0.34605,-0.35216,-0.35366,-0.3563,-0.35824,-0.35829,-0.35747,-0.3566,-0.35548,-0.35453,-0.35357,-0.3536,-0.35307,-0.35251,-0.35196,-0.3509,-0.34947,-0.34932,-0.34879,-0.34839,-0.34825,-0.34832,-0.34772,-0.34764,-0.34715,-0.34662,-0.34653,-0.34616,-0.34567,-0.34555,-0.34519,-0.34513,-0.34485,-0.34457,-0.34438,-0.34424
-0.45605,-0.45605,-0.45605,-0.43754,-0.43854,-0.43857,-0.43862,-0.43862,-0.43863,-0.43865,-0.43857,-0.43853,-0.43853,-0.43862,-0.43876,-0.43901,-0.43901,-0.43903,-0.43906,-0.43917,-0.43935,-0.43994,-0.44549,-0.45221,-0.45152,-0.45267,-0.45423,-0.45895,-0.46214,-0.46131,-0.46076,-0.46245,-0.4639,-0.46416,-0.46493,-0.46579,-0.46692,-0.46637,-0.46599,-0.46685,-0.46655,-0.46602,-0.46462,-0.46095,-0.45776,-0.45489,-0.45278,-0.45106,-0.44728,-0.44501,-0.44391,-0.44419,-0.44441,-0.44459,-0.44103,-0.44282,-0.44097,-0.44119,-0.43958,-0.43826,-0.4385,-0.4375,-0.43766,-0.4379,-0.43726,-0.4373,-0.43746,-0.4376,-0.43739,-0.43721,-0.43716,-0.43713,-0.43712,-0.43715,-0.43705,-0.43699,-0.43702,-0.43701,-0.43694
-0.45605,-0.45605,-0.45605,-0.45556,-0.45558,-0.45564,-0.45566,-0.45567,-0.45571,-0.45571,-0.45572,-0.45572,-0.45571,-0.45569,-0.45564,-0.45551,-0.45548,-0.4554,-0.45531,-0.45512,-0.45505,-0.45495,-0.45466,-0.45445,-0.45261,-0.44988,-0.44994,-0.44866,-0.448,-0.44754,-0.44704,-0.44679,-0.44596,-0.44558,-0.44616,-0.44655,-0.44675,-0.44671,-0.44656,-0.44658,-0.44694,-0.44764,-0.44834,-0.44842,-0.44851,-0.44938,-0.44927,-0.44935,-0.45059,-0.45197,-0.45172,-0.45288,-0.45269,-0.45249,-0.45328,-0.45381,-0.45384,-0.45409,-0.45436,-0.45457,-0.45467,-0.45469,-0.4548,-0.45488,-0.45493,-0.45497,-0.45499,-0.455,-0.455,-0.45502,-0.45505,-0.45508,-0.45509,-0.45511,-0.45513,-0.45513,-0.45515,-0.45516,-0.45517
-0.45605,-0.45605,-0.45605,-0.47531,-0.47798,-0.48123,-0.48109,-0.48068,-0.4804,-0.4801,-0.4799,-0.48053,-0.48115,-0.48117,-0.48147,-0.48141,-0.48109,-0.48098,-0.48095,-0.48106,-0.48126,-0.48206,-0.48297,-0.48341,-0.49137,-0.48844,-0.49586,-0.5088,-0.51912,-0.51518,-0.51521,-0.51518,-0.51288,-0.50877,-0.50508,-0.50426,-0.50301,-0.50323,-0.50344,-0.50313,-0.50203,-0.50025,-0.4899,-0.49074,-0.48789,-0.48465,-0.47406,-0.47653,-0.47542,-0.47414,-0.47373,-0.47379,-0.4739,-0.47406,-0.47407,-0.47418,-0.47451,-0.47484,-0.47555,-0.47547,-0.47626,-0.47614,-0.47664,-0.47744,-0.47795,-0.47862,-0.47935,-0.4791,-0.4798,-0.47985,-0.47992,-0.47975,-0.4794,-0.47945,-0.47912,-0.47892,-0.47824,-0.47799,-0.47801
-0.45605,-0.45605,-0.45605,0.96503,0.96568,0.96568,0.96569,0.96573,0.96576,0.96576,0.96576,0.96577,0.96579,0.96584,0.96582,0.96584,0.96588,0.96593,0.96601,0.96602,0.9662,0.96632,0.96621,0.9661,0.968,0.96912,0.97184,0.97176,0.97141,0.97311,0.97361,0.97608,0.97624,0.97515,0.97515,0.97451,0.97306,0.97297,0.97313,0.97237,0.97141,0.97088,0.97047,0.96932,0.96862,0.96796,0.96665,0.96499,0.96525,0.96514,0.96499,0.96472,0.96291,0.96189,0.96131,0.96101,0.96089,0.96081,0.96079,0.96073,0.96067,0.96065,0.96065,0.96054,0.96051,0.96049,0.96049,0.96062,0.9606,0.9606,0.96065,0.96068,0.96076,0.96085,0.96092,0.96093,0.96095,0.961,0.96111
-0.45605,-0.45605,-0.45605,0.072164,0.067009,0.066931,0.066774,0.066648,0.066585,0.066554,0.066554,0.066569,0.066601,0.066679,0.066774,0.066821,0.066994,0.067072,0.067245,0.067811,0.068109,0.068644,0.070812,0.073641,0.073908,0.07383,0.072258,0.070954,0.068549,0.068455,0.064259,0.064699,0.060786,0.062468,0.063709,0.065171,0.066176,0.065721,0.066915,0.066852,0.067481,0.068832,0.069869,0.071567,0.074568,0.073578,0.076815,0.079267,0.079236,0.079377,0.079393,0.07944,0.079471,0.079487,0.079518,0.079581,0.07955,0.079566,0.079597,0.079644,0.07977,0.079833,0.079911,0.0801,0.080131,0.08021,0.080289,0.080289,0.080241,0.080163,0.079974,0.07999,0.079927,0.079833,0.079786,0.07977,0.079754,0.079707,0.079628
-0.45605,-0.45605,-0.45605,-0.33015,-0.32549,-0.32547,-0.32545,-0.3255,-0.32555,-0.32579,-0.32598,-0.32606,-0.32636,-0.32676,-0.32686,-0.32721,-0.32736,-0.32778,-0.32797,-0.32831,-0.32943,-0.32948,-0.32945,-0.32963,-0.32961,-0.32966,-0.32996,-0.33069,-0.3319,-0.33488,-0.3336,-0.33352,-0.33563,-0.34041,-0.34025,-0.34114,-0.34273,-0.34369,-0.34365,-0.34334,-0.34369,-0.34427,-0.34496,-0.34428,-0.34399,-0.34369,-0.34411,-0.34433,-0.34444,-0.34436,-0.34415,-0.34404,-0.34375,-0.34289,-0.34342,-0.34294,-0.34294,-0.34289,-0.34288,-0.34288,-0.34287,-0.34284,-0.34283,-0.34279,-0.34277,-0.34314,-0.34305,-0.34296,-0.34279,-0.34259,-0.3422,-0.34216,-0.34212,-0.34181,-0.34117,-0.34124,-0.34111,-0.34092,-0.34079
-0.45605,-0.45605,-0.45605,-0.43958,-0.43927,-0.43898,-0.43895,-0.43865,-0.43854,-0.43803,-0.43722,-0.4376,-0.43714,-0.43662,-0.4344,-0.43408,-0.43174,-0.43242,-0.431,-0.43114,-0.43065,-0.42975,-0.428,-0.42718,-0.42781,-0.42775,-0.4278,-0.42733,-0.42692,-0.42562,-0.4238,-0.42202,-0.42228,-0.41985,-0.41867,-0.41542,-0.41382,-0.4116,-0.41058,-0.4089,-0.40953,-0.40987,-0.40943,-0.40945,-0.40941,-0.40935,-0.40894,-0.40805,-0.40659,-0.40466,-0.40618,-0.40483,-0.40375,-0.40388,-0.40375,-0.40375,-0.40377,-0.40385,-0.40398,-0.40405,-0.40417,-0.40441,-0.40467,-0.40488,-0.40533,-0.4058,-0.40663,-0.40623,-0.40672,-0.40727,-0.40774,-0.40867,-0.41079,-0.40971,-0.41069,-0.41142,-0.41228,-0.41381,-0.41315
-0.45605,-0.45605,-0.45605,0.96951,0.96967,0.96951,0.96936,0.96958,0.96956,0.96953,0.96956,0.96958,0.96959,0.96961,0.96962,0.96964,0.96953,0.96951,0.96942,0.96906,0.96855,0.96783,0.96832,0.96681,0.96657,0.96797,0.96815,0.96816,0.96689,0.96736,0.96837,0.96953,0.97112,0.96973,0.97072,0.96815,0.96771,0.96819,0.96888,0.96918,0.97019,0.97124,0.97101,0.97118,0.97138,0.97137,0.97143,0.97182,0.9719,0.97192,0.97192,0.97214,0.97225,0.97217,0.97207,0.9719,0.97171,0.97165,0.97151,0.97127,0.97108,0.97096,0.97086,0.97083,0.9708,0.97069,0.97061,0.97055,0.9705,0.97047,0.97042,0.97039,0.97038,0.97024,0.97013,0.97009,0.97005,0.96997,0.96991
-0.45605,-0.45605,-0.45605,-0.99448,-0.9942,-0.99419,-0.99406,-0.99412,-0.99414,-0.99415,-0.99417,-0.9942,-0.99425,-0.99428,-0.99431,-0.9943,-0.98529,-0.97809,-0.96943,-0.96239,-0.96689,-0.95966,-0.92648,-0.90382,-0.90241,-0.91055,-0.91765,-0.91427,-0.91324,-0.91382,-0.90456,-0.89146,-0.88211,-0.87385,-0.86028,-0.84888,-0.84274,-0.84096,-0.85437,-0.87539,-0.89614,-0.90805,-0.91971,-0.9315,-0.94244,-0.9475,-0.95215,-0.95086,-0.95667,-0.96294,-0.96714,-0.97343,-0.9736,-0.97536,-0.97731,-0.97784,-0.97896,-0.97979,-0.98125,-0.98301,-0.98878,-0.99337,-0.99562,-0.9969,-0.99731,-0.99761,-0.99775,-0.99838,-0.99906,-0.99937,-0.99981,-0.99983,-0.99995,-1,-0.99995,-0.99978,-0.99992,-0.99983,-0.99983
-0.45605,-0.45605,-0.45605,-0.54032,-0.54269,-0.54271,-0.54276,-0.54283,-0.543,-0.54313,-0.54326,-0.54346,-0.54366,-0.54415,-0.54462,-0.54532,-0.52743,-0.5043,-0.49205,-0.48141,-0.4742,-0.46928,-0.46322,-0.4629,-0.46126,-0.46028,-0.45934,-0.45874,-0.4578,-0.45826,-0.45835,-0.4578,-0.45712,-0.45703,-0.45687,-0.45671,-0.4565,-0.45643,-0.45634,-0.45625,-0.48317,-0.50509,-0.51336,-0.5152,-0.51059,-0.51031,-0.51216,-0.51519,-0.50287,-0.48709,-0.48328,-0.48443,-0.47864,-0.47702,-0.47296,-0.46834,-0.47243,-0.47035,-0.46911,-0.46902,-0.48678,-0.50813,-0.51797,-0.53211,-0.5346,-0.53936,-0.52375,-0.52323,-0.5381,-0.53946,-0.54394,-0.54615,-0.54996,-0.55249,-0.55404,-0.55644,-0.55606,-0.55771,-0.55732
