0.0043532,0.0082513,0.019188,0.021967,0.028939,0.036935,0.038262,0.045219,0.049259,0.055866,0.058046,0.060221,0.060852,0.061234,0.061481,0.061501,0.061313,0.061026,0.060885,0.060669,0.054809,0.056305,0.054075,0.0483,0.047432,0.045013,0.04336,0.04241,0.040243,0.03903,0.038606,0.037851,0.036295,0.034902,0.032955
-0.0083641,-0.014194,-0.020472,-0.027497,-0.03644,-0.043915,-0.048558,-0.056189,-0.059436,-0.065831,-0.067498,-0.06997,-0.069919,-0.069921,-0.069167,-0.069046,-0.068643,-0.068294,-0.068021,-0.06747,-0.066007,-0.064327,-0.062651,-0.063024,-0.057221,-0.055385,-0.054793,-0.053331,-0.052109,-0.050953,-0.046287,-0.047002,-0.046162,-0.044354,-0.043333
-0.013026,-0.01223,-0.011943,-0.011569,-0.009888,-0.0083264,-0.0056189,-0.0057196,-0.0045387,-0.0034781,-0.0028837,-0.0026447,-0.0032478,-0.0035738,-0.0043017,-0.0057951,-0.0054888,-0.0061745,-0.0065939,-0.0070893,-0.0077258,-0.007649,-0.0062323,-0.0049931,-0.008118,-0.011511,-0.010885,-0.010945,-0.010909,-0.010775,-0.01032,-0.010239,-0.0097901,-0.0093942,-0.0089684
-0.031703,-0.017958,-0.0012241,0.014888,0.039833,0.050841,0.046418,0.054616,0.074098,0.077528,0.079599,0.083736,0.090511,0.095256,0.097024,0.10047,0.10291,0.1049,0.10552,0.10647,0.10619,0.10406,0.10314,0.10084,0.099502,0.096353,0.089314,0.08926,0.078046,0.078135,0.072921,0.06751,0.059496,0.059842,0.055999
0.95814,0.95861,0.95927,0.96051,0.96103,0.96122,0.96118,0.9611,0.96107,0.96165,0.96195,0.96247,0.96356,0.96456,0.96425,0.96518,0.96637,0.96754,0.969,0.9687,0.96828,0.96866,0.96855,0.96855,0.96873,0.96871,0.96883,0.96912,0.96919,0.96942,0.9693,0.96949,0.96946,0.96942,0.96912
0.38247,0.38755,0.39356,0.3969,0.39666,0.39961,0.40238,0.40368,0.40562,0.40482,0.40288,0.39964,0.39532,0.39386,0.39113,0.38962,0.38728,0.38496,0.38439,0.38395,0.38802,0.39043,0.39236,0.39327,0.39378,0.39391,0.39353,0.39291,0.3915,0.39018,0.38588,0.38413,0.38452,0.38413,0.38447
0.044348,0.052263,0.051375,0.052933,0.053823,0.054739,0.05612,0.05707,0.044385,0.029153,0.022755,0.021457,0.015685,0.012663,0.0098,0.007886,0.0061299,0.0051432,0.0044321,0.002591,0.017236,0.037227,0.048077,0.060656,0.054625,0.052395,0.055601,0.056355,0.056669,0.05684,0.043879,0.05056,0.0434,0.045828,0.044726
0.046535,0.046014,0.046311,0.046223,0.045622,0.044467,0.0399,0.037057,0.036886,0.037355,0.035255,0.031984,0.030549,0.030978,0.029836,0.026371,0.026066,0.023801,0.022987,0.022187,0.019364,0.018525,0.018032,0.017841,0.015733,0.016793,0.01606,0.016061,0.015757,0.015076,0.018228,0.019023,0.019117,0.020394,0.021739
0.96166,0.97033,0.98148,0.98779,0.98677,0.98524,0.98259,0.98313,0.98091,0.98135,0.98137,0.98241,0.9826,0.98154,0.98138,0.98164,0.98237,0.98202,0.98188,0.98105,0.97899,0.98148,0.98914,1,-1,-0.98849,-0.98471,-0.98295,-0.98261,-0.98251,-0.98249,-0.98251,-0.98265,-0.98271,-0.98292
-0.46488,-0.37209,-0.32751,-0.2829,-0.24937,-0.23258,-0.21599,-0.21205,-0.20626,-0.1971,-0.18377,-0.18149,-0.17469,-0.1764,-0.17959,-0.18136,-0.17922,-0.17816,-0.178,-0.17832,-0.18951,-0.18752,-0.15525,-0.10789,-0.18594,-0.20675,-0.24784,-0.24758,-0.25561,-0.27618,-0.3026,-0.33026,-0.34546,-0.36074,-0.37228
-0.0066056,-0.0071194,-0.0073254,-0.0075445,-0.0077306,-0.0078126,-0.007873,-0.0078597,-0.0079446,-0.0080113,-0.0080568,-0.0081012,-0.0080812,-0.0081021,-0.0081206,-0.0081282,-0.0081422,-0.0081521,-0.0081479,-0.0081529,-0.0081579,-0.0081609,-0.0081656,-0.0081679,-0.00817,-0.0081716,-0.0081721,-0.0081731,-0.0081738,-0.0081744,-0.0081747,-0.008175,-0.0081752,-0.017751,-0.027955
-0.099714,-0.089481,0.70188,0.70646,-0.30201,-0.34664,-0.20314,-0.12528,-0.13117,-0.18357,-0.31205,-0.30892,-0.23385,-0.18924,-0.15464,-0.17146,0.44289,0.63161,0.7034,-0.58219,-0.43375,-0.37099,-0.25286,-0.26487,-0.43758,0.63206,-0.30632,-0.3345,-0.27779,-0.21712,-0.18432,-0.17061,-0.16149,-0.15422,-0.13771
0.98704,0.98718,0.98573,0.98327,0.98496,0.98365,0.98277,0.98169,0.98058,0.98094,0.98127,0.98008,0.98027,0.98055,0.98082,0.98107,0.98127,0.98051,0.98062,0.98015,0.98023,0.98056,0.98082,0.98102,0.98118,0.98136,0.98122,0.98118,0.98126,0.98127,0.98135,0.98142,0.98153,0.98177,0.98187
0.37741,0.37411,0.3734,0.37531,0.37676,0.37668,0.37639,0.37609,0.37571,0.37491,0.37407,0.37454,0.37501,0.37417,0.37421,0.37374,0.37354,0.37348,0.37348,0.3735,0.37359,0.37448,0.37706,0.38123,0.37625,0.37789,0.37786,0.37785,0.37816,0.37848,0.37929,0.38062,0.38047,0.3804,0.38204
0.002462,0.0031319,0.001008,-0.0051406,-0.0059952,-0.0059772,-0.006517,-0.007089,-0.0099969,-0.012225,-0.015838,-0.023535,-0.022569,-0.023469,-0.023103,-0.024137,-0.02501,-0.024744,-0.02612,-0.027176,-0.027846,-0.027856,-0.028105,-0.028143,-0.027944,-0.02798,-0.027925,-0.027932,-0.027995,-0.028028,-0.028074,-0.02808,-0.027965,-0.027886,-0.027799
-0.034845,-0.039627,-0.04107,-0.042047,-0.042198,-0.041972,-0.041773,-0.040544,-0.039063,-0.03592,-0.033587,-0.031478,-0.029149,-0.026389,-0.024107,-0.022184,-0.019142,-0.018211,-0.016074,-0.016052,-0.014881,-0.015094,-0.016466,-0.019793,-0.01999,-0.017632,-0.01649,-0.016821,-0.017295,-0.015674,-0.015182,-0.015126,-0.015097,-0.015138,-0.015287
0.99144,0.99237,0.99347,0.99449,0.99494,0.9953,0.99569,0.99561,0.99629,0.99665,0.99668,0.99714,0.99737,0.99736,0.99745,0.99751,0.99755,0.9976,0.9976,0.99764,0.99761,0.99744,0.99676,0.99536,0.99681,0.99599,0.99613,0.99624,0.99627,0.99631,0.99628,0.99623,0.99606,0.99583,0.99475
-0.37523,-0.36868,-0.36172,-0.3566,-0.3577,-0.3577,-0.35848,-0.35898,-0.35965,-0.36011,-0.36081,-0.36175,-0.36155,-0.36175,-0.36217,-0.36223,-0.36312,-0.36368,-0.36389,-0.36422,-0.36451,-0.36396,-0.36188,-0.36144,-0.36116,-0.36204,-0.3625,-0.36233,-0.36169,-0.36118,-0.36139,-0.36035,-0.36086,-0.36062,-0.36112
0.019591,0.016732,0.013469,0.0099135,0.0035361,0.0025496,0.00036345,-0.0038611,-0.0073021,-0.01015,-0.017529,-0.01853,-0.022092,-0.021057,-0.020011,-0.019078,-0.020946,-0.020443,-0.021283,-0.021258,-0.021386,-0.021365,-0.021257,-0.021114,-0.020204,-0.019478,-0.019658,-0.018836,-0.018002,-0.017593,-0.014786,-0.016312,-0.013779,-0.0089552,-0.01124
-0.060639,-0.066242,-0.067233,-0.068364,-0.068498,-0.067858,-0.067452,-0.066613,-0.060713,-0.061291,-0.059304,-0.055867,-0.05281,-0.050165,-0.045889,-0.043859,-0.043682,-0.040003,-0.039802,-0.038855,-0.038788,-0.039698,-0.040847,-0.047873,-0.043789,-0.041102,-0.040077,-0.039624,-0.039928,-0.038894,-0.038449,-0.038484,-0.038639,-0.038678,-0.038882
