-0.42263,-0.41973,-0.4119,-0.40304,-0.39698,-0.39107,-0.38333,-0.37679,-0.37185,-0.37124,-0.3679,-0.36348,-0.3621,-0.36237,-0.36076,-0.35941,-0.3584,-0.35788,-0.35739,-0.35745,-0.35792,-0.35974,-0.36556,-0.36645,-0.36725,-0.37227,-0.37325,-0.37903,-0.38006,-0.38393,-0.39021,-0.39089,-0.39747,-0.40046,-0.40344,-0.40479,-0.40478
-0.45166,-0.45568,-0.46469,-0.47305,-0.47783,-0.48247,-0.49098,-0.49095,-0.49992,-0.50284,-0.5075,-0.50563,-0.50639,-0.50639,-0.5098,-0.51166,-0.51367,-0.51482,-0.51503,-0.51584,-0.51607,-0.51578,-0.51295,-0.51024,-0.51002,-0.50953,-0.50872,-0.50766,-0.50642,-0.50477,-0.50322,-0.4969,-0.49557,-0.48953,-0.48743,-0.4811,-0.47971
-0.44393,-0.446,-0.44521,-0.44353,-0.4418,-0.4432,-0.44315,-0.44345,-0.44283,-0.44209,-0.44168,-0.44137,-0.44113,-0.44098,-0.44051,-0.44007,-0.43988,-0.43984,-0.43975,-0.43969,-0.43983,-0.43859,-0.43704,-0.43954,-0.44269,-0.44427,-0.4438,-0.44454,-0.44436,-0.44399,-0.44387,-0.44411,-0.44436,-0.44408,-0.4437,-0.44342,-0.4431
-0.42212,-0.39504,-0.36682,-0.32353,-0.30309,-0.30344,-0.28743,-0.28705,-0.27115,-0.26144,-0.25494,-0.25227,-0.25329,-0.24599,-0.24475,-0.24083,-0.23777,-0.23467,-0.23356,-0.23154,-0.23157,-0.23279,-0.23466,-0.23608,-0.24435,-0.25247,-0.2643,-0.27506,-0.28361,-0.29342,-0.3176,-0.3183,-0.32976,-0.33743,-0.34439,-0.34985,-0.35401
0.95629,0.9575,0.95795,0.95855,0.96026,0.96008,0.96043,0.96032,0.96094,0.96086,0.96134,0.96143,0.9617,0.96187,0.9619,0.96204,0.96242,0.96341,0.96284,0.96272,0.96276,0.96316,0.96318,0.96358,0.96394,0.96389,0.96384,0.9638,0.96387,0.96384,0.96363,0.96321,0.96256,0.96179,0.96096,0.95972,0.95963
0.10008,0.10466,0.10718,0.10999,0.1118,0.11365,0.11479,0.11575,0.11749,0.12063,0.12423,0.12636,0.12637,0.12771,0.12872,0.13244,0.13245,0.13309,0.13336,0.1348,0.13537,0.13489,0.13483,0.13508,0.13503,0.13485,0.13411,0.13303,0.13304,0.13174,0.13085,0.13005,0.13017,0.12951,0.12883,0.1289,0.12887
-0.37322,-0.37144,-0.37043,-0.37016,-0.37057,-0.37009,-0.36982,-0.36964,-0.37003,-0.37022,-0.37001,-0.37035,-0.37068,-0.37085,-0.37108,-0.37118,-0.37122,-0.37123,-0.37126,-0.37136,-0.37152,-0.37119,-0.37095,-0.37091,-0.37149,-0.37143,-0.37141,-0.37138,-0.37134,-0.37134,-0.37132,-0.37133,-0.37145,-0.37157,-0.37185,-0.37229,-0.3727
-0.35682,-0.35437,-0.35597,-0.35391,-0.35215,-0.34506,-0.344,-0.34325,-0.34132,-0.33806,-0.33655,-0.33408,-0.33202,-0.33108,-0.33057,-0.32966,-0.3294,-0.32916,-0.32835,-0.32564,-0.3248,-0.32359,-0.3234,-0.3184,-0.31427,-0.31315,-0.3119,-0.31213,-0.30885,-0.31182,-0.31073,-0.31009,-0.31013,-0.30991,-0.30996,-0.31,-0.30909
0.94745,0.95784,0.96145,0.96438,0.96326,0.95484,0.95271,0.95226,0.9505,0.94844,0.94686,0.94522,0.94391,0.94189,0.94396,0.9441,0.94683,0.94935,0.95154,0.9505,0.95532,0.96966,0.9883,0.97964,0.96244,0.95998,0.95659,0.95192,0.95549,0.95645,0.95464,0.95345,0.95328,0.95259,0.95169,0.95003,0.9487
-1,-0.91546,-0.86024,-0.82121,-0.80416,-0.79658,-0.79638,-0.79419,-0.79217,-0.79106,-0.7889,-0.78737,-0.78545,-0.78426,-0.76975,-0.74988,-0.72762,-0.72984,-0.73055,-0.72143,-0.705,-0.66548,-0.60711,-0.66377,-0.69396,-0.77478,-0.80844,-0.83708,-0.87796,-0.91145,-0.93877,-0.9625,-0.97899,-0.98939,-0.99234,-0.99068,-0.98374
-0.43513,-0.43523,-0.4354,-0.43558,-0.43568,-0.43576,-0.43576,-0.43578,-0.43582,-0.43588,-0.4359,-0.43592,-0.43592,-0.43592,-0.43593,-0.43595,-0.43596,-0.43596,-0.43596,-0.43597,-0.43597,-0.43598,-0.43598,-0.43598,-0.43598,-0.43599,-0.43599,-0.43599,-0.43599,-0.43599,-0.44947,-0.46354,-0.46736,-0.47418,-0.46826,-0.45717,-0.45062
-0.43899,0.27989,0.20807,0.24491,0.011772,-0.038063,-0.14823,-0.20642,-0.27514,-0.32835,-0.34898,-0.35786,-0.36579,-0.3744,-0.42301,-0.44017,-0.45803,-0.46426,-0.44853,-0.44195,-0.4432,-0.4588,-0.28093,-0.41181,-0.33235,-0.38064,-0.39429,-0.42044,-0.45361,-0.48114,-0.49939,-0.50625,-0.50838,-0.50977,-0.50826,-0.51326,-0.51976
