0.058891,0.068715,0.077144,0.082277,0.085068,0.085759,0.085589,0.084843,0.082534,0.08211,0.081825,0.081749,0.080576,0.080024,0.078786,0.081022,0.084032,0.084064,0.08324,0.081962,0.080682,0.078312,0.071905,0.064278,0.050902,0.040197
-0.038038,-0.037416,-0.03429,-0.035094,-0.035599,-0.036003,-0.036231,-0.037845,-0.0267,-0.01608,-0.014693,-0.0073629,0.0067021,0.006295,0.0090893,0.0079738,-0.0040446,-0.015941,-0.02002,-0.021985,-0.022545,-0.02275,-0.021795,-0.021742,-0.020987,-0.020873
-0.016429,-0.015743,-0.015348,-0.013647,-0.011596,-0.010485,-0.0095245,-0.0088477,-0.01113,-0.013746,-0.012854,-0.013256,-0.014388,-0.01715,-0.018729,-0.020415,-0.020656,-0.020552,-0.020432,-0.020268,-0.020169,-0.020232,-0.020386,-0.02062,-0.020669,-0.020916
-0.04955,-0.048201,-0.048473,-0.051858,-0.059938,-0.072067,-0.088227,-0.094285,-0.099294,-0.10685,-0.13477,-0.13163,-0.14106,-0.14675,-0.13602,-0.11444,-0.079531,-0.078121,-0.061568,-0.061878,-0.05763,-0.044083,-0.038203,-0.035337,-0.027527,-0.027006
0.97254,0.97251,0.97234,0.97306,0.97339,0.97318,0.973,0.97273,0.97213,0.97065,0.96544,0.96469,0.95901,0.96101,0.96209,0.96294,0.96924,0.96923,0.97166,0.97382,0.97517,0.97606,0.97667,0.97703,0.97749,0.97773
0.35495,0.35482,0.35491,0.35378,0.35389,0.35467,0.3557,0.35598,0.35928,0.36496,0.36962,0.37377,0.38353,0.38618,0.38576,0.38786,0.38257,0.37817,0.37698,0.37264,0.37192,0.37138,0.37005,0.36916,0.36829,0.36699
0.02935,0.029844,0.029724,0.030312,0.031521,0.031518,0.03308,0.032988,0.029827,0.028355,0.030358,0.029689,0.023816,0.024375,0.023134,0.021844,0.021087,0.021133,0.020902,0.020843,0.020864,0.020736,0.020116,0.020179,0.020056,0.019696
0.13067,0.13568,0.13768,0.13827,0.13872,0.13571,0.13382,0.13091,0.12817,0.12337,0.12505,0.12548,0.12435,0.12832,0.13383,0.1385,0.15267,0.15866,0.16243,0.17535,0.17502,0.17346,0.18429,0.18882,0.20873,0.19068
0.96886,0.96913,0.96939,0.97302,0.98124,0.98449,0.98484,0.98727,-1,-0.98065,-0.97666,-0.96321,-0.94253,-0.92815,-0.93437,0.91478,0.92704,0.93719,0.94367,0.9493,0.95122,0.95495,0.95641,0.95775,0.95978,0.96031
-0.2732,-0.25038,-0.23265,-0.13653,-0.094999,-0.050969,-0.014581,0.0074968,-0.18107,-0.20497,-0.23807,-0.3272,-0.36542,-0.39374,-0.4018,-0.38391,-0.35856,-0.34131,-0.33772,-0.36395,-0.3787,-0.39246,-0.40213,-0.40656,-0.40767,-0.40591
-0.012798,-0.012718,-0.01267,-0.012644,-0.012629,-0.012602,-0.012574,-0.01256,-0.012547,-0.012539,-0.012531,-0.012529,-0.012523,-0.012522,-0.012518,-0.012516,-0.012514,-0.012513,-0.012512,-0.030454,-0.038396,-0.03737,-0.032281,-0.025197,-0.022731,-0.023037
0.90781,-0.43983,-0.49141,-0.20265,-0.046737,0.71781,0.75379,0.91574,-0.50269,-0.55073,-0.21798,-0.24942,0.72091,0.77875,0.91179,0.95508,-0.58946,-0.63395,-0.42668,-0.33968,-0.25478,-0.2061,-0.16415,-0.12816,-0.093836,-0.065066
0.98924,0.98964,0.99005,0.9891,0.9891,0.98843,0.98854,0.98854,0.9907,0.99318,0.99387,0.99396,0.9939,0.99348,0.99426,0.99465,0.99447,0.99487,0.99579,0.99515,0.99583,0.99586,0.99615,0.99646,0.99666,0.99677
0.2839,0.28492,0.28993,0.29235,0.29402,0.29763,0.29753,0.29675,0.29127,0.28597,0.28426,0.28411,0.28349,0.28434,0.28464,0.28809,0.28791,0.28602,0.28895,0.29094,0.28949,0.29136,0.29228,0.29257,0.29217,0.29118
0.0099003,0.0039983,-5.2394e-05,-0.0046212,-0.0074471,-0.013887,-0.014417,-0.017626,-0.026147,-0.025048,-0.027338,-0.028078,-0.030078,-0.033593,-0.032639,-0.035087,-0.029496,-0.022939,-0.019735,-0.017974,-0.016288,-0.013213,-0.010649,-0.0023346,-0.00053486,0.0058452
